ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	3075.119	P	9.45E-05
AFFX-BioB-M_at	4528.984	P	4.43E-05
AFFX-BioB-3_at	2542.321	P	4.43E-05
AFFX-BioC-5_at	7654.437	P	5.17E-05
AFFX-BioC-3_at	10828.71	P	4.43E-05
AFFX-BioDn-5_at	16702.06	P	5.17E-05
AFFX-BioDn-3_at	24836.99	P	5.17E-05
AFFX-CreX-5_at	82416.61	P	5.17E-05
AFFX-CreX-3_at	90444.58	P	4.43E-05
AFFX-DapX-5_at	3619.145	P	4.43E-05
AFFX-DapX-M_at	5655.982	P	0.000389797
AFFX-DapX-3_at	5247.575	P	5.17E-05
AFFX-LysX-5_at	201.9457	P	0.001101968
AFFX-LysX-M_at	349.1508	P	0.01254675
AFFX-LysX-3_at	642.9929	P	5.16E-05
AFFX-PheX-5_at	396.3928	P	0.00010954
AFFX-PheX-M_at	430.8123	P	0.000445901
AFFX-PheX-3_at	467.2686	P	0.000109401
AFFX-ThrX-5_at	918.6495	P	0.000126798
AFFX-ThrX-M_at	1165.192	P	5.17E-05
AFFX-ThrX-3_at	1164.734	P	5.17E-05
AFFX-TrpnX-5_at	30.37422	A	0.3406087
AFFX-TrpnX-M_at	7.75661	A	0.9273001
AFFX-TrpnX-3_at	8.496204	A	0.6030805
AFFX-r2-Ec-bioB-5_at	4052.231	P	0.000244141
AFFX-r2-Ec-bioB-M_at	4158.014	P	0.000244141
AFFX-r2-Ec-bioB-3_at	4678.566	P	0.000244141
AFFX-r2-Ec-bioC-5_at	9722.446	P	0.000244141
AFFX-r2-Ec-bioC-3_at	10775.03	P	0.000244141
AFFX-r2-Ec-bioD-5_at	34991.62	P	0.000244141
AFFX-r2-Ec-bioD-3_at	48327.64	P	0.000244141
AFFX-r2-P1-cre-5_at	90093.95	P	0.000244141
AFFX-r2-P1-cre-3_at	113491.7	P	0.000244141
AFFX-r2-Bs-dap-5_at	4031.9	P	0.000244141
AFFX-r2-Bs-dap-M_at	6103.67	P	0.000244141
AFFX-r2-Bs-dap-3_at	6987.535	P	0.000244141
AFFX-r2-Bs-lys-5_at	400.746	P	0.000244141
AFFX-r2-Bs-lys-M_at	327.6196	P	0.000244141
AFFX-r2-Bs-lys-3_at	306.7374	P	0.000732422
AFFX-r2-Bs-phe-5_at	499.5953	P	0.000244141
AFFX-r2-Bs-phe-M_at	437.5831	P	0.000244141
AFFX-r2-Bs-phe-3_at	892.8772	P	0.00195313
AFFX-r2-Bs-thr-3_s_at	1351.048	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	1551.686	P	0.000732422
AFFX-r2-Bs-thr-5_s_at	1368.919	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	291.0225	P	0.04646733
AFFX-HUMISGF3A/M97935_MA_at	293.9638	A	0.1021651
AFFX-HUMISGF3A/M97935_MB_at	561.9914	P	0.00010954
AFFX-HUMISGF3A/M97935_3_at	1224.632	P	0.000389797
AFFX-HUMRGE/M10098_5_at	41674	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	5174.141	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	5147.028	P	0.00010954
AFFX-HUMGAPDH/M33197_5_at	32311.78	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	27557.3	P	6.02E-05
AFFX-HUMGAPDH/M33197_3_at	34682.44	P	4.43E-05
AFFX-HSAC07/X00351_5_at	12893.66	P	6.02E-05
AFFX-HSAC07/X00351_M_at	15685.81	P	4.43E-05
AFFX-HSAC07/X00351_3_at	35184.8	P	4.43E-05
AFFX-M27830_5_at	13569.6	P	4.43E-05
AFFX-M27830_M_at	19746.46	P	0.00618711
AFFX-M27830_3_at	128.2788	A	0.4259623
AFFX-hum_alu_at	121456.5	P	2.61E-13
1007_s_at	220.1292	A	0.2040221
1053_at	406.6351	P	0.01700051
117_at	590.3906	P	0.000959383
121_at	1282.467	P	0.005642788
1255_g_at	17.83024	A	0.5
1294_at	732.0489	P	0.003584867
1316_at	230.8649	P	0.01144739
1320_at	15.63168	A	0.9395807
1405_i_at	186.2663	P	0.04809852
1431_at	157.91	P	0.007542912
1438_at	109.4528	A	0.2847472
1487_at	2165.675	P	0.004862762
1494_f_at	116.3911	A	0.2507237
1598_g_at	6790.295	P	0.000388206
160020_at	1412.754	A	0.08940502
1729_at	771.3094	P	0.004180327
1773_at	307.0921	A	0.1896873
177_at	32.63536	A	0.3025475
179_at	982.077	A	0.2040221
1861_at	1182.817	P	0.004862762
200000_s_at	2431.863	P	0.000244141
200001_at	4046.051	P	0.000244141
200002_at	67386.03	P	0.000244141
200003_s_at	94100.48	P	0.000244141
200004_at	16545.28	P	0.000244141
200005_at	8875.818	P	0.000732422
200006_at	18593.49	P	0.000244141
200007_at	16899.46	P	0.000244141
200008_s_at	3265.862	P	0.000244141
200009_at	6212.256	P	0.000244141
200010_at	51340.17	P	0.000244141
200011_s_at	1320.643	P	0.00195313
200012_x_at	52895.97	P	0.000244141
200013_at	89428.16	P	0.000244141
200014_s_at	3286.851	P	0.000244141
200015_s_at	8814.297	P	0.00195313
200016_x_at	42162.26	P	0.000244141
200017_at	96171.69	P	0.000244141
200018_at	86806.56	P	0.000244141
200019_s_at	58697.17	P	0.000244141
200020_at	1238.054	P	0.000244141
200021_at	14011.31	P	0.00195313
200022_at	93437.06	P	0.000244141
200023_s_at	18588.36	P	0.000244141
200024_at	59202.98	P	0.000732422
200025_s_at	75717.58	P	0.000244141
200026_at	77675.88	P	0.000244141
200027_at	8259.31	P	0.000244141
200028_s_at	3860.92	P	0.000244141
200029_at	66142.48	P	0.000244141
200030_s_at	16281.97	P	0.000244141
200031_s_at	112411.2	P	0.000244141
200032_s_at	84081.89	P	0.000244141
200033_at	52496.84	P	0.000244141
200034_s_at	67449.77	P	0.000244141
200035_at	1559.326	P	0.0375977
200036_s_at	37974.08	P	0.000244141
200037_s_at	8375.111	P	0.000244141
200038_s_at	96781.18	P	0.000244141
200039_s_at	6037.004	P	0.000244141
200040_at	3860.479	P	0.00195313
200041_s_at	1436.718	P	0.000244141
200042_at	1898.248	P	0.000732422
200043_at	6922.983	P	0.000244141
200044_at	3340.914	P	0.000244141
200045_at	1609.953	P	0.000244141
200046_at	7014.307	P	0.000244141
200047_s_at	5697.078	P	0.000244141
200048_s_at	23678.84	P	0.000244141
200049_at	486.2581	P	0.000244141
200050_at	2490.248	P	0.000244141
200051_at	1352.587	P	0.000732422
200052_s_at	2702.575	P	0.000244141
200053_at	3518.522	P	0.000732422
200054_at	653.3672	P	0.00585938
200055_at	4249.349	P	0.000244141
200056_s_at	2074.34	P	0.000244141
200057_s_at	7740.919	P	0.000244141
200058_s_at	2292.458	P	0.000244141
200059_s_at	24369.26	P	0.000244141
200060_s_at	2587.521	P	0.000732422
200061_s_at	77923.82	P	0.000244141
200062_s_at	91729.84	P	0.000244141
200063_s_at	37387.28	P	0.000244141
200064_at	12987.79	P	0.000244141
200065_s_at	11832.02	P	0.000244141
200066_at	2420.786	P	0.000732422
200067_x_at	3698.029	P	0.000244141
200068_s_at	15222.08	P	0.000244141
200069_at	635.6692	P	0.000244141
200070_at	1104.723	M	0.0561523
200071_at	1935.104	P	0.00292969
200072_s_at	4977.821	P	0.000244141
200073_s_at	5767.737	P	0.000244141
200074_s_at	46280.79	P	0.000244141
200075_s_at	4372.903	P	0.000244141
200076_s_at	1982.074	P	0.00195313
200077_s_at	46496.52	P	0.000244141
200078_s_at	5205.239	P	0.000732422
200079_s_at	4326.847	P	0.000244141
200080_s_at	45666.8	P	0.000244141
200081_s_at	80158.63	P	0.000244141
200082_s_at	37108.02	P	0.000244141
200083_at	1720.34	P	0.00195313
200084_at	7056.829	P	0.000244141
200085_s_at	8207.128	P	0.000244141
200086_s_at	17167.62	P	0.000244141
200087_s_at	25867.6	P	0.000244141
200088_x_at	66978.88	P	0.000244141
200089_s_at	59637.55	P	0.000244141
200090_at	3955.763	P	0.000244141
200091_s_at	72163.07	P	0.000244141
200092_s_at	93381.73	P	0.000244141
200093_s_at	23304.82	P	0.000732422
200094_s_at	36701.38	P	0.000244141
200095_x_at	75254.62	P	0.000244141
200096_s_at	22942.74	P	0.000244141
200097_s_at	13391.09	P	0.0012207
200098_s_at	5220.122	P	0.000244141
200099_s_at	93902.51	P	0.000244141
200593_s_at	2301.193	P	0.000244141
200594_x_at	7151.085	P	0.000244141
200595_s_at	12863.5	P	0.000244141
200596_s_at	5369.612	P	0.000732422
200597_at	1343.72	P	0.000244141
200598_s_at	34271.67	P	0.000244141
200599_s_at	55856.73	P	0.000244141
200600_at	3202.511	P	0.000244141
200601_at	587.1223	P	0.0461426
200602_at	120.8833	P	0.0107422
200603_at	5829.715	P	0.000244141
200604_s_at	1017.883	P	0.000244141
200605_s_at	3974.367	P	0.000244141
200606_at	82.9265	A	0.0952148
200607_s_at	969.4668	P	0.0012207
200608_s_at	2811.436	P	0.000244141
200609_s_at	2136.884	P	0.00195313
200610_s_at	9782.168	P	0.000732422
200611_s_at	1574.969	P	0.00805664
200612_s_at	1374.484	P	0.00195313
200613_at	3405.338	P	0.0012207
200614_at	4629.003	P	0.000244141
200615_s_at	489.8494	P	0.00415039
200616_s_at	3029.804	P	0.00292969
200617_at	1178.101	P	0.000244141
200618_at	2191.375	P	0.000732422
200619_at	1036.318	P	0.0185547
200620_at	38763.2	P	0.000244141
200621_at	3615.591	P	0.0012207
200622_x_at	1095.552	P	0.00415039
200623_s_at	446.4162	A	0.129639
200624_s_at	4724.484	P	0.000244141
200625_s_at	2884.36	P	0.000732422
200626_s_at	5538.241	P	0.000244141
200627_at	7635.622	P	0.000244141
200628_s_at	1962.525	A	0.111572
200629_at	1196.427	P	0.000244141
200630_x_at	15849.53	P	0.000244141
200631_s_at	7506.23	P	0.000244141
200632_s_at	2394.623	P	0.000732422
200633_at	58343.25	P	0.000244141
200634_at	4829.044	P	0.000244141
200635_s_at	38.03557	A	0.533936
200636_s_at	516.0283	A	0.0952148
200637_s_at	126.2594	A	0.366211
200638_s_at	7626.446	P	0.000244141
200639_s_at	7861.864	P	0.000244141
200640_at	5942.002	P	0.000244141
200641_s_at	4711.283	P	0.000244141
200642_at	12983.95	P	0.000244141
200643_at	5855.514	P	0.00195313
200644_at	1917.569	P	0.000732422
200645_at	17843.67	P	0.000244141
200646_s_at	1294.698	P	0.0239258
200647_x_at	4142.062	P	0.0012207
200648_s_at	145.5548	A	0.432373
200649_at	2333.646	P	0.00292969
200650_s_at	16545.13	P	0.000244141
200651_at	62621.81	P	0.000244141
200652_at	22513.68	P	0.000732422
200653_s_at	15339.94	P	0.000244141
200654_at	24308.97	P	0.0239258
200655_s_at	8129.348	P	0.000244141
200656_s_at	6091.614	P	0.000732422
200657_at	9655.829	P	0.000244141
200658_s_at	2968.877	P	0.000244141
200659_s_at	660.056	P	0.00585938
200660_at	1593.847	P	0.0302734
200661_at	1678.599	P	0.000244141
200662_s_at	14863.59	P	0.000244141
200663_at	39526.05	P	0.000244141
200664_s_at	2151.695	P	0.00415039
200665_s_at	807.5115	P	0.0239258
200666_s_at	2438.299	P	0.000244141
200667_at	2714.368	P	0.000244141
200668_s_at	6570.848	P	0.000244141
200669_s_at	3626.679	P	0.000244141
200670_at	50756.39	P	0.000244141
200671_s_at	37.84127	A	0.533936
200672_x_at	429.1156	A	0.067627
