ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1341.308	P	0.000753643
AFFX-BioB-M_at	2163.345	P	4.43E-05
AFFX-BioB-3_at	1311.431	P	4.43E-05
AFFX-BioC-5_at	4300.684	P	5.17E-05
AFFX-BioC-3_at	4706.106	P	4.43E-05
AFFX-BioDn-5_at	10148.25	P	4.43E-05
AFFX-BioDn-3_at	22629.47	P	6.02E-05
AFFX-CreX-5_at	58019.11	P	5.17E-05
AFFX-CreX-3_at	65768.43	P	4.43E-05
AFFX-DapX-5_at	1295.082	P	5.17E-05
AFFX-DapX-M_at	2585.082	P	0.000581214
AFFX-DapX-3_at	3669.841	P	5.17E-05
AFFX-LysX-5_at	245.1183	P	0.000339937
AFFX-LysX-M_at	230.1425	P	0.01828064
AFFX-LysX-3_at	655.6903	P	5.17E-05
AFFX-PheX-5_at	470.0564	P	6.02E-05
AFFX-PheX-M_at	537.207	P	8.14E-05
AFFX-PheX-3_at	488.5401	P	8.14E-05
AFFX-ThrX-5_at	508.4482	P	0.000169227
AFFX-ThrX-M_at	564.044	P	0.000169227
AFFX-ThrX-3_at	944.0554	P	7.01E-05
AFFX-TrpnX-5_at	66.16201	A	0.1658614
AFFX-TrpnX-M_at	67.09084	A	0.3005905
AFFX-TrpnX-3_at	19.2332	A	0.3406612
AFFX-r2-Ec-bioB-5_at	1885.251	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2027.049	P	0.000244141
AFFX-r2-Ec-bioB-3_at	2305.457	P	0.000244141
AFFX-r2-Ec-bioC-5_at	6354.886	P	0.000244141
AFFX-r2-Ec-bioC-3_at	5403.309	P	0.000244141
AFFX-r2-Ec-bioD-5_at	24830.73	P	0.000244141
AFFX-r2-Ec-bioD-3_at	35317.46	P	0.000244141
AFFX-r2-P1-cre-5_at	70410.22	P	0.000244141
AFFX-r2-P1-cre-3_at	88562.23	P	0.000244141
AFFX-r2-Bs-dap-5_at	1425.188	P	0.000244141
AFFX-r2-Bs-dap-M_at	3957.536	P	0.000244141
AFFX-r2-Bs-dap-3_at	4700.407	P	0.000244141
AFFX-r2-Bs-lys-5_at	330.8718	P	0.000244141
AFFX-r2-Bs-lys-M_at	231.5546	P	0.000244141
AFFX-r2-Bs-lys-3_at	217.9525	P	0.000732422
AFFX-r2-Bs-phe-5_at	733.0674	P	0.000244141
AFFX-r2-Bs-phe-M_at	618.0468	P	0.000244141
AFFX-r2-Bs-phe-3_at	830.7609	P	0.000732422
AFFX-r2-Bs-thr-3_s_at	1277.553	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	748.7635	P	0.00195313
AFFX-r2-Bs-thr-5_s_at	553.8037	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	228.5099	P	0.003594584
AFFX-HUMISGF3A/M97935_MA_at	412.1077	P	0.003212301
AFFX-HUMISGF3A/M97935_MB_at	970.376	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	4729.771	P	0.000169227
AFFX-HUMRGE/M10098_5_at	39198.95	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	23595.62	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	25240.63	P	4.43E-05
AFFX-HUMGAPDH/M33197_5_at	41370.25	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	47677.5	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	46672.44	P	4.43E-05
AFFX-HSAC07/X00351_5_at	12784.6	P	5.17E-05
AFFX-HSAC07/X00351_M_at	28472.02	P	4.43E-05
AFFX-HSAC07/X00351_3_at	37054.48	P	4.43E-05
AFFX-M27830_5_at	52537.03	P	4.43E-05
AFFX-M27830_M_at	9837.383	P	0.00618711
AFFX-M27830_3_at	26.14259	A	0.7723636
AFFX-hum_alu_at	88991.93	P	2.61E-13
1007_s_at	225.669	P	0.04899465
1053_at	1138.14	P	0.000673102
117_at	140.0954	P	0.000673102
121_at	384.1164	P	0.02471098
1255_g_at	7.156688	A	0.6974525
1294_at	971.928	P	0.001891623
1316_at	163.9121	P	0.004862762
1320_at	8.200658	A	0.8240106
1405_i_at	111.6123	P	0.00094359
1431_at	138.33	P	0.003066685
1438_at	11.86578	A	0.9455296
1487_at	1660.701	P	0.01493657
1494_f_at	155.3112	A	0.08133665
1598_g_at	6410.202	P	0.000265621
160020_at	182.8281	A	0.162935
1729_at	1039.003	P	0.00056169
1773_at	305.1268	P	0.008679816
177_at	22.40318	A	0.6020064
179_at	412.1669	A	0.07383013
1861_at	600.0388	M	0.05447043
200000_s_at	1145.258	P	0.000244141
200001_at	5138.417	P	0.000244141
200002_at	44968.93	P	0.000244141
200003_s_at	65294.48	P	0.000244141
200004_at	34820.56	P	0.000244141
200005_at	3646.939	P	0.000732422
200006_at	31853.42	P	0.000244141
200007_at	25483.34	P	0.000244141
200008_s_at	4118.131	P	0.000244141
200009_at	12743.48	P	0.000244141
200010_at	41453.94	P	0.000244141
200011_s_at	2160.574	P	0.000732422
200012_x_at	39296.94	P	0.000244141
200013_at	59923.85	P	0.000244141
200014_s_at	7646.879	P	0.000244141
200015_s_at	10169.49	P	0.000732422
200016_x_at	44544.26	P	0.000244141
200017_at	65242.92	P	0.000244141
200018_at	54870.12	P	0.000244141
200019_s_at	42561.43	P	0.000244141
200020_at	4951.339	P	0.000244141
200021_at	24027.52	P	0.00805664
200022_at	48253	P	0.000244141
200023_s_at	10261.73	P	0.000244141
200024_at	50122.82	P	0.000244141
200025_s_at	53224.93	P	0.000244141
200026_at	47909.96	P	0.000244141
200027_at	15107.2	P	0.000244141
200028_s_at	3703.925	P	0.000244141
200029_at	42358.36	P	0.000244141
200030_s_at	19663.97	P	0.000244141
200031_s_at	79633.12	P	0.000244141
200032_s_at	60999.54	P	0.000244141
200033_at	46167.3	P	0.000244141
200034_s_at	49834.2	P	0.000244141
200035_at	1215.328	P	0.0375977
200036_s_at	27855.88	P	0.000244141
200037_s_at	15198.1	P	0.000244141
200038_s_at	50631.96	P	0.000244141
200039_s_at	14537.33	P	0.000244141
200040_at	5958.132	P	0.000244141
200041_s_at	2058.57	P	0.000244141
200042_at	1069.424	P	0.000244141
200043_at	21308.11	P	0.000244141
200044_at	9635.431	P	0.000244141
200045_at	1832.204	P	0.000732422
200046_at	17754.85	P	0.000244141
200047_s_at	10505.78	P	0.000244141
200048_s_at	30727.54	P	0.000244141
200049_at	586.5483	P	0.000244141
200050_at	5356.78	P	0.000732422
200051_at	1306.487	P	0.0012207
200052_s_at	6621.741	P	0.000244141
200053_at	2384.045	P	0.00195313
200054_at	1597.955	P	0.000732422
200055_at	7160.308	P	0.00585938
200056_s_at	2450.343	P	0.000244141
200057_s_at	13880.99	P	0.000244141
200058_s_at	2538.019	P	0.000244141
200059_s_at	27223.35	P	0.000244141
200060_s_at	6464.098	P	0.000732422
200061_s_at	57933.71	P	0.000244141
200062_s_at	63614.38	P	0.000244141
200063_s_at	47790.12	P	0.000244141
200064_at	21733.01	P	0.000244141
200065_s_at	18518.89	P	0.000244141
200066_at	1630.284	P	0.000732422
200067_x_at	3872.197	P	0.000244141
200068_s_at	21226.96	P	0.000244141
200069_at	1178.804	P	0.000244141
200070_at	1013.676	P	0.0185547
200071_at	4443.92	P	0.000244141
200072_s_at	4836.254	P	0.000244141
200073_s_at	14061.12	P	0.000244141
200074_s_at	32896.63	P	0.000244141
200075_s_at	4607.971	P	0.000244141
200076_s_at	2109.175	P	0.000732422
200077_s_at	49030.73	P	0.000244141
200078_s_at	3271.149	P	0.000732422
200079_s_at	8636.418	P	0.000244141
200080_s_at	67690.23	P	0.000244141
200081_s_at	53324.63	P	0.000244141
200082_s_at	34419.73	P	0.000244141
200083_at	3637.576	P	0.000732422
200084_at	14478.4	P	0.000244141
200085_s_at	13998.4	P	0.000244141
200086_s_at	13262.04	P	0.000244141
200087_s_at	29038.41	P	0.000244141
200088_x_at	30439.13	P	0.000244141
200089_s_at	49238.24	P	0.000244141
200090_at	9583.488	P	0.000244141
200091_s_at	35537.22	P	0.000244141
200092_s_at	54751.24	P	0.000244141
200093_s_at	26670.65	P	0.000244141
200094_s_at	18381.55	P	0.000244141
200095_x_at	72529.73	P	0.000244141
200096_s_at	20231.29	P	0.000244141
200097_s_at	21808.54	P	0.000244141
200098_s_at	7168.259	P	0.000244141
200099_s_at	56130.06	P	0.000244141
200593_s_at	2992.365	P	0.000244141
200594_x_at	13645.05	P	0.000244141
200595_s_at	12160.09	P	0.000244141
200596_s_at	3312.35	P	0.000244141
200597_at	791.7319	P	0.00292969
200598_s_at	47011.93	P	0.000244141
200599_s_at	36576.9	P	0.000244141
200600_at	11409.1	P	0.000244141
200601_at	1232.58	P	0.00292969
200602_at	7535.605	P	0.000244141
200603_at	16631.59	P	0.000244141
200604_s_at	742.6812	P	0.000244141
200605_s_at	12559.84	P	0.000244141
200606_at	27.50216	A	0.2666016
200607_s_at	2160.659	P	0.000244141
200608_s_at	7530.497	P	0.000244141
200609_s_at	3748.495	P	0.0012207
200610_s_at	22428.31	P	0.000244141
200611_s_at	3243.941	P	0.00195313
200612_s_at	879.3082	P	0.0302734
200613_at	2007.756	P	0.000244141
200614_at	10948.56	P	0.000244141
200615_s_at	534.8217	P	0.0302734
200616_s_at	14297.43	P	0.000244141
200617_at	1317.846	P	0.000244141
200618_at	5505.651	P	0.000732422
200619_at	1571.575	P	0.0239258
200620_at	25440.46	P	0.000244141
200621_at	1208.425	P	0.0012207
200622_x_at	4080.401	P	0.000732422
200623_s_at	682.519	P	0.0107422
200624_s_at	7474.075	P	0.000244141
200625_s_at	3903.597	P	0.00292969
200626_s_at	8073.998	P	0.000244141
200627_at	25976.88	P	0.000244141
200628_s_at	1844.458	P	0.0239258
200629_at	4953.343	P	0.000244141
200630_x_at	28646.36	P	0.000244141
200631_s_at	10323	P	0.000244141
200632_s_at	833.3573	P	0.0012207
200633_at	69927.37	P	0.000244141
200634_at	2023.635	P	0.00415039
200635_s_at	79.40343	A	0.567627
200636_s_at	24.89799	A	0.696289
200637_s_at	9.087787	A	0.888428
200638_s_at	12305.14	P	0.000244141
200639_s_at	15796.38	P	0.000244141
200640_at	13255.24	P	0.000244141
200641_s_at	7128.981	P	0.000244141
200642_at	22893.71	P	0.000244141
200643_at	2790.522	P	0.000732422
200644_at	233.9098	P	0.0012207
200645_at	8601.913	P	0.000244141
200646_s_at	277.2175	P	0.0141602
200647_x_at	11549.92	P	0.000244141
200648_s_at	81.15891	A	0.398926
200649_at	372.8346	P	0.0141602
200650_s_at	39019.89	P	0.000244141
200651_at	26178.05	P	0.000244141
200652_at	16220.58	P	0.000244141
200653_s_at	17390.39	P	0.000244141
200654_at	31847.77	P	0.0107422
200655_s_at	19109.81	P	0.000244141
200656_s_at	9399.379	P	0.000732422
200657_at	26648.22	P	0.000244141
200658_s_at	4444.561	P	0.000244141
200659_s_at	302.1819	P	0.0302734
200660_at	1751.026	P	0.000244141
200661_at	1033.048	P	0.000244141
200662_s_at	11889.13	P	0.000244141
200663_at	51523.65	P	0.000244141
200664_s_at	6375.849	P	0.000732422
200665_s_at	44.98967	A	0.27417
200666_s_at	1126.034	P	0.000244141
200667_at	5742.954	P	0.000244141
200668_s_at	14413.64	P	0.000244141
200669_s_at	18184.38	P	0.000244141
200670_at	39638.38	P	0.000244141
200671_s_at	175.4338	A	0.129639
200672_x_at	683.4561	P	0.000244141
200673_at	16973.07	P	0.000244141
200674_s_at	55856.87	P	0.000244141
200675_at	72.18799	A	0.129639
200676_s_at	114.5881	A	0.067627
200677_at	5736.211	P	0.000244141
200678_x_at	3212.007	P	0.000732422
200679_x_at	10367.66	P	0.000244141
200680_x_at	21699.9	P	0.000244141
200681_at	8102.747	P	0.000244141
200682_s_at	6000.809	P	0.000244141
200683_s_at	614.7255	P	0.000244141
200684_s_at	277.1852	P	0.0107422
200685_at	180.4795	P	0.0239258
200686_s_at	2482.92	P	0.000732422
200687_s_at	779.9382	P	0.000732422
200688_at	286.2186	P	0.00585938
200689_x_at	21173.4	P	0.000244141
200690_at	960.0491	P	0.000244141
200691_s_at	7789.111	P	0.000244141
200692_s_at	6100.204	P	0.000244141
200693_at	12960.78	P	0.000244141
200694_s_at	8451.815	P	0.000244141
200695_at	594.0798	A	0.067627
200696_s_at	58.58261	A	0.5
200697_at	1263.84	P	0.00195313
200698_at	4239.752	P	0.000244141
200699_at	764.1733	P	0.00415039
200700_s_at	13847.08	P	0.000244141
200701_at	31308.17	P	0.000244141
200702_s_at	5386.647	P	0.000244141
200703_at	38562.9	P	0.000244141
200704_at	1852.14	P	0.000244141
200705_s_at	36010	P	0.000244141
200706_s_at	1697.417	P	0.000732422
200707_at	215.7237	M	0.0561523
200708_at	2448.524	P	0.000244141
200709_at	650.4069	P	0.000244141
200710_at	1122.108	P	0.00805664
200711_s_at	1970.315	P	0.000732422
200712_s_at	2037.526	P	0.000732422
200713_s_at	4890.453	P	0.000244141
200714_x_at	2671.083	P	0.000244141
200715_x_at	13697.79	P	0.000244141
200716_x_at	67724.97	P	0.000244141
200717_x_at	74249.49	P	0.000244141
200718_s_at	22784.08	P	0.000244141
200719_at	970.4499	P	0.000244141
200720_s_at	1156.222	P	0.00195313
200721_s_at	841.2264	P	0.0375977
200722_s_at	1347.398	P	0.000732422
200723_s_at	5020.28	P	0.000244141
200724_at	134.1687	A	0.19458
200725_x_at	34303.62	P	0.000244141
200726_at	16485.78	P	0.000244141
200727_s_at	1227.075	P	0.000732422
200728_at	6561.623	P	0.000244141
200729_s_at	8813.836	P	0.000244141
200730_s_at	2223.532	P	0.000244141
200731_s_at	1576.453	P	0.000244141
200732_s_at	3907.684	P	0.000244141
200733_s_at	4942.978	P	0.000244141
200734_s_at	2284.147	P	0.000732422
200735_x_at	47575.94	P	0.000244141
200736_s_at	3685.639	P	0.000732422
200737_at	2428.655	P	0.00292969
200738_s_at	30775.75	P	0.000244141
200739_s_at	800.1301	P	0.00195313
200740_s_at	6281.733	P	0.000244141
200741_s_at	66745.33	P	0.000244141
200742_s_at	3518.592	P	0.000244141
200743_s_at	3691.249	P	0.000244141
200744_s_at	1715.133	P	0.000244141
200745_s_at	1666.135	P	0.000244141
200746_s_at	2186.977	P	0.00195313
200747_s_at	813.8262	P	0.0302734
200748_s_at	23594.9	P	0.000244141
200749_at	7488.5	P	0.000244141
200750_s_at	15208.52	P	0.000244141
200751_s_at	21999.08	P	0.000244141
200752_s_at	177.6623	A	0.067627
200753_x_at	5985.14	P	0.000244141
200754_x_at	11380.63	P	0.000244141
200755_s_at	3179.061	P	0.000244141
200756_x_at	2788.457	P	0.000244141
200757_s_at	7192.528	P	0.000244141
200758_s_at	2493.206	P	0.00195313
200759_x_at	2674.611	P	0.000244141
200760_s_at	6366.693	P	0.000244141
200761_s_at	6900.147	P	0.000244141
200762_at	153.9815	A	0.0805664
200763_s_at	86154.4	P	0.000244141
200764_s_at	640.1285	P	0.000732422
200765_x_at	1361.745	P	0.000244141
200766_at	381.427	P	0.0461426
200767_s_at	1490.73	P	0.000244141
200768_s_at	5047.86	P	0.000244141
200769_s_at	682.9177	P	0.0375977
200770_s_at	5767.56	P	0.000244141
200771_at	1592.961	P	0.0012207
200772_x_at	57446.54	P	0.000244141
200773_x_at	49394.92	P	0.000244141
200774_at	24905.79	P	0.000244141
200775_s_at	19708	P	0.000244141
200776_s_at	2727.13	P	0.000244141
200777_s_at	5536.604	P	0.000244141
200778_s_at	6466.179	P	0.000244141
200779_at	15354.43	P	0.000244141
200780_x_at	64953.66	P	0.000244141
200781_s_at	45492.64	P	0.000244141
200782_at	11140.39	P	0.000244141
200783_s_at	2185.008	P	0.000244141
200784_s_at	35.29338	A	0.904785
200785_s_at	68.86409	A	0.432373
200786_at	6507.98	P	0.000244141
200787_s_at	252.9108	P	0.000244141
200788_s_at	902.9308	P	0.000244141
200789_at	1822.095	P	0.0302734
200790_at	12540.68	P	0.000244141
200791_s_at	2411.077	P	0.000244141
200792_at	3931.731	P	0.000732422
200793_s_at	1468.075	P	0.00805664
200794_x_at	12657.65	P	0.000244141
200795_at	80.65853	A	0.334473
200796_s_at	500.5875	P	0.00292969
200797_s_at	30587.04	P	0.000244141
200798_x_at	11354.4	P	0.000244141
200799_at	471.5082	P	0.000732422
200800_s_at	1783.97	P	0.000244141
200801_x_at	44518	P	0.000244141
200802_at	2528.494	P	0.000244141
200803_s_at	44926.97	P	0.000244141
200804_at	10953.62	P	0.000244141
200805_at	5645.481	P	0.000244141
200806_s_at	23434.55	P	0.000244141
200807_s_at	33491.03	P	0.000244141
200808_s_at	179.4589	P	0.00415039
200809_x_at	26224.5	P	0.000244141
