ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1923.898	P	0.000753643
AFFX-BioB-M_at	3170.86	P	4.43E-05
AFFX-BioB-3_at	1631.637	P	5.17E-05
AFFX-BioC-5_at	5596.288	P	5.17E-05
AFFX-BioC-3_at	6975.638	P	4.43E-05
AFFX-BioDn-5_at	18501.06	P	5.17E-05
AFFX-BioDn-3_at	16600.93	P	4.43E-05
AFFX-CreX-5_at	91098.02	P	5.17E-05
AFFX-CreX-3_at	98361.55	P	4.43E-05
AFFX-DapX-5_at	5706.615	P	4.43E-05
AFFX-DapX-M_at	11469.31	P	0.000195116
AFFX-DapX-3_at	12930.39	P	5.17E-05
AFFX-LysX-5_at	444.1709	P	4.43E-05
AFFX-LysX-M_at	625.0557	P	0.000389797
AFFX-LysX-3_at	1682.718	P	5.17E-05
AFFX-PheX-5_at	920.8114	P	7.01E-05
AFFX-PheX-M_at	1220.172	P	7.01E-05
AFFX-PheX-3_at	919.155	P	4.43E-05
AFFX-ThrX-5_at	1095.366	P	9.45E-05
AFFX-ThrX-M_at	1940.036	P	4.43E-05
AFFX-ThrX-3_at	2546.038	P	4.43E-05
AFFX-TrpnX-5_at	53.27549	A	0.3825992
AFFX-TrpnX-M_at	5.318621	A	0.9603392
AFFX-TrpnX-3_at	33.66386	A	0.4554125
AFFX-r2-Ec-bioB-5_at	3196.271	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2969.541	P	0.000244141
AFFX-r2-Ec-bioB-3_at	3322.223	P	0.000244141
AFFX-r2-Ec-bioC-5_at	7051.099	P	0.000244141
AFFX-r2-Ec-bioC-3_at	8781.997	P	0.000244141
AFFX-r2-Ec-bioD-5_at	32006.81	P	0.000244141
AFFX-r2-Ec-bioD-3_at	50096.33	P	0.000244141
AFFX-r2-P1-cre-5_at	98788.95	P	0.000244141
AFFX-r2-P1-cre-3_at	113641.1	P	0.000244141
AFFX-r2-Bs-dap-5_at	5332.313	P	0.000244141
AFFX-r2-Bs-dap-M_at	13242.5	P	0.000244141
AFFX-r2-Bs-dap-3_at	15543.52	P	0.000244141
AFFX-r2-Bs-lys-5_at	737.8516	P	0.000244141
AFFX-r2-Bs-lys-M_at	886.2175	P	0.000732422
AFFX-r2-Bs-lys-3_at	915.2048	P	0.000732422
AFFX-r2-Bs-phe-5_at	1160.421	P	0.000244141
AFFX-r2-Bs-phe-M_at	1407.559	P	0.000244141
AFFX-r2-Bs-phe-3_at	1741.7	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	3561.514	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	2675.362	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	1610.661	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	1358.913	P	9.45E-05
AFFX-HUMISGF3A/M97935_MA_at	2491.418	P	0.000972149
AFFX-HUMISGF3A/M97935_MB_at	1373.666	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	4440.281	P	9.45E-05
AFFX-HUMRGE/M10098_5_at	16725.45	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	2886.661	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	5807.914	P	8.14E-05
AFFX-HUMGAPDH/M33197_5_at	32368.71	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	30981.13	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	26602.82	P	4.43E-05
AFFX-HSAC07/X00351_5_at	12826.61	P	6.02E-05
AFFX-HSAC07/X00351_M_at	21874.95	P	4.43E-05
AFFX-HSAC07/X00351_3_at	31186.91	P	4.43E-05
AFFX-M27830_5_at	6999.597	P	4.43E-05
AFFX-M27830_M_at	9115.982	P	0.002866996
AFFX-M27830_3_at	37.7836	A	0.6593388
AFFX-hum_alu_at	121423.2	P	2.61E-13
1007_s_at	631.2904	P	0.009985438
1053_at	371.8268	P	0.03516287
117_at	392.9911	P	0.01309182
121_at	829.3719	P	0.01309182
1255_g_at	9.650105	A	0.6974525
1294_at	558.1005	P	0.001602293
1316_at	206.4803	P	0.01930353
1320_at	12.87179	A	0.837065
1405_i_at	67.64823	A	0.07890569
1431_at	172.966	P	0.001141097
1438_at	25.97367	A	0.5616391
1487_at	928.4589	P	0.02785966
1494_f_at	229.5951	P	0.0439678
1598_g_at	1967.697	P	0.001141097
160020_at	270.3919	A	0.162935
1729_at	856.0139	P	0.003066685
1773_at	308.6867	P	0.01309182
177_at	48.93084	A	0.3586904
179_at	500.9632	A	0.3781844
1861_at	744.9871	P	0.03516287
200000_s_at	1878.507	P	0.000732422
200001_at	3608.094	P	0.000732422
200002_at	77173.3	P	0.000244141
200003_s_at	117471.5	P	0.000244141
200004_at	31529.72	P	0.000244141
200005_at	16367.53	P	0.000244141
200006_at	18504.55	P	0.000244141
200007_at	27377.08	P	0.000244141
200008_s_at	7534.064	P	0.000244141
200009_at	13937.12	P	0.000244141
200010_at	69882.09	P	0.000244141
200011_s_at	1229.116	P	0.000244141
200012_x_at	69808.41	P	0.000244141
200013_at	96084.52	P	0.000244141
200014_s_at	6604.331	P	0.000244141
200015_s_at	9643.481	P	0.0012207
200016_x_at	84231.27	P	0.000244141
200017_at	111062	P	0.000244141
200018_at	104731.8	P	0.000244141
200019_s_at	80701.16	P	0.000244141
200020_at	2991.915	P	0.000244141
