ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	908.7015	P	0.000662269
AFFX-BioB-M_at	1290.498	P	4.43E-05
AFFX-BioB-3_at	764.8462	P	0.000509415
AFFX-BioC-5_at	947.7734	P	6.02E-05
AFFX-BioC-3_at	1312.61	P	6.02E-05
AFFX-BioDn-5_at	7829.192	P	4.43E-05
AFFX-BioDn-3_at	13649.98	P	6.02E-05
AFFX-CreX-5_at	38639.34	P	5.17E-05
AFFX-CreX-3_at	47436.71	P	4.43E-05
AFFX-DapX-5_at	2804.822	P	4.43E-05
AFFX-DapX-M_at	4598.442	P	0.000389797
AFFX-DapX-3_at	6799.881	P	5.17E-05
AFFX-LysX-5_at	235.1456	P	0.000195116
AFFX-LysX-M_at	400.3517	P	0.006870645
AFFX-LysX-3_at	793.9953	P	4.43E-05
AFFX-PheX-5_at	487.823	P	5.17E-05
AFFX-PheX-M_at	729.6124	P	7.01E-05
AFFX-PheX-3_at	597.1562	P	7.01E-05
AFFX-ThrX-5_at	691.149	P	7.01E-05
AFFX-ThrX-M_at	1171.85	P	4.43E-05
AFFX-ThrX-3_at	1763.184	P	4.43E-05
AFFX-TrpnX-5_at	5.967535	A	0.6729205
AFFX-TrpnX-M_at	6.033564	A	0.9105409
AFFX-TrpnX-3_at	4.276183	A	0.7609564
AFFX-r2-Ec-bioB-5_at	1649.375	P	0.000244141
AFFX-r2-Ec-bioB-M_at	1388.986	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1225.212	P	0.000244141
AFFX-r2-Ec-bioC-5_at	1178.198	P	0.000244141
AFFX-r2-Ec-bioC-3_at	1528.775	P	0.000732422
AFFX-r2-Ec-bioD-5_at	17808.28	P	0.000244141
AFFX-r2-Ec-bioD-3_at	21702.51	P	0.000244141
AFFX-r2-P1-cre-5_at	50128.63	P	0.000244141
AFFX-r2-P1-cre-3_at	64433.11	P	0.000244141
AFFX-r2-Bs-dap-5_at	3606.552	P	0.000244141
AFFX-r2-Bs-dap-M_at	5750.686	P	0.000244141
AFFX-r2-Bs-dap-3_at	7021.192	P	0.000244141
AFFX-r2-Bs-lys-5_at	373.1621	P	0.000244141
AFFX-r2-Bs-lys-M_at	470.334	P	0.000732422
AFFX-r2-Bs-lys-3_at	391.854	P	0.000244141
AFFX-r2-Bs-phe-5_at	665.639	P	0.000244141
AFFX-r2-Bs-phe-M_at	814.8867	P	0.000244141
AFFX-r2-Bs-phe-3_at	945.5341	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	2030.252	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	1522.611	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	971.8403	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	263.7198	P	0.01031672
AFFX-HUMISGF3A/M97935_MA_at	639.5793	P	0.000389797
AFFX-HUMISGF3A/M97935_MB_at	597.1341	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	1919.634	P	9.45E-05
AFFX-HUMRGE/M10098_5_at	1051.66	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	1013.09	P	5.17E-05
AFFX-HUMRGE/M10098_3_at	1800.594	P	9.45E-05
AFFX-HUMGAPDH/M33197_5_at	47811.3	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	50310.48	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	56218.13	P	4.43E-05
AFFX-HSAC07/X00351_5_at	12343.71	P	5.17E-05
AFFX-HSAC07/X00351_M_at	18966.85	P	4.43E-05
AFFX-HSAC07/X00351_3_at	38167.49	P	4.43E-05
AFFX-M27830_5_at	3495.912	P	5.17E-05
AFFX-M27830_M_at	7134.607	P	0.00141043
AFFX-M27830_3_at	59.2743	A	0.4702405
AFFX-hum_alu_at	86738.67	P	2.61E-13
1007_s_at	125.3523	A	0.4588158
