ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	3122.41	P	0.000169227
AFFX-BioB-M_at	4654.261	P	4.43E-05
AFFX-BioB-3_at	2583.816	P	4.43E-05
AFFX-BioC-5_at	6942.456	P	5.17E-05
AFFX-BioC-3_at	12090.13	P	4.43E-05
AFFX-BioDn-5_at	17924.09	P	4.43E-05
AFFX-BioDn-3_at	33674.43	P	5.17E-05
AFFX-CreX-5_at	87357.16	P	5.17E-05
AFFX-CreX-3_at	98662.13	P	4.43E-05
AFFX-DapX-5_at	3391.314	P	4.43E-05
AFFX-DapX-M_at	5806.024	P	0.000581214
AFFX-DapX-3_at	5462.483	P	5.17E-05
AFFX-LysX-5_at	264.1148	P	0.001247504
AFFX-LysX-M_at	374.9648	P	0.01138437
AFFX-LysX-3_at	962.882	P	7.01E-05
AFFX-PheX-5_at	482.266	P	0.000108986
AFFX-PheX-M_at	693.1111	P	0.00010954
AFFX-PheX-3_at	580.1039	P	0.000195116
AFFX-ThrX-5_at	998.6334	P	4.43E-05
AFFX-ThrX-M_at	1016.829	P	4.43E-05
AFFX-ThrX-3_at	1449.126	P	4.43E-05
AFFX-TrpnX-5_at	15.81722	A	0.8839076
AFFX-TrpnX-M_at	6.063875	A	0.9105977
AFFX-TrpnX-3_at	15.52637	A	0.6455473
AFFX-r2-Ec-bioB-5_at	5299.071	P	0.000244141
AFFX-r2-Ec-bioB-M_at	4480.284	P	0.000244141
AFFX-r2-Ec-bioB-3_at	5496.484	P	0.000244141
AFFX-r2-Ec-bioC-5_at	11241.67	P	0.000244141
AFFX-r2-Ec-bioC-3_at	11838.16	P	0.000244141
AFFX-r2-Ec-bioD-5_at	44534.2	P	0.000244141
AFFX-r2-Ec-bioD-3_at	57101.72	P	0.000244141
AFFX-r2-P1-cre-5_at	109896	P	0.000244141
AFFX-r2-P1-cre-3_at	142217.1	P	0.000244141
AFFX-r2-Bs-dap-5_at	4469.64	P	0.000244141
AFFX-r2-Bs-dap-M_at	6613.246	P	0.000244141
AFFX-r2-Bs-dap-3_at	7745.562	P	0.000244141
AFFX-r2-Bs-lys-5_at	349.2111	P	0.000244141
AFFX-r2-Bs-lys-M_at	472.7238	P	0.000244141
