ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1746.217	P	0.000581214
AFFX-BioB-M_at	2435.947	P	4.43E-05
AFFX-BioB-3_at	1854.932	P	6.02E-05
AFFX-BioC-5_at	4859.488	P	5.17E-05
AFFX-BioC-3_at	7087.838	P	4.43E-05
AFFX-BioDn-5_at	10477.67	P	4.43E-05
AFFX-BioDn-3_at	23737.54	P	6.02E-05
AFFX-CreX-5_at	55145.83	P	5.17E-05
AFFX-CreX-3_at	77149.37	P	4.43E-05
AFFX-DapX-5_at	2880.041	P	6.02E-05
AFFX-DapX-M_at	5351.327	P	0.000662269
AFFX-DapX-3_at	6328.41	P	5.17E-05
AFFX-LysX-5_at	357.1137	P	0.000195116
AFFX-LysX-M_at	408.2299	P	0.004998194
AFFX-LysX-3_at	702.2041	P	0.000146581
AFFX-PheX-5_at	458.3574	P	4.43E-05
AFFX-PheX-M_at	604.7885	P	7.01E-05
AFFX-PheX-3_at	461.8543	P	0.000296708
AFFX-ThrX-5_at	353.8024	P	0.000389797
AFFX-ThrX-M_at	587.9657	P	0.00010954
AFFX-ThrX-3_at	824.5912	P	5.17E-05
AFFX-TrpnX-5_at	74.87362	A	0.1089786
AFFX-TrpnX-M_at	3.518934	A	0.9874532
AFFX-TrpnX-3_at	57.56306	A	0.327009
AFFX-r2-Ec-bioB-5_at	2743.923	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2363.506	P	0.000244141
AFFX-r2-Ec-bioB-3_at	2482.31	P	0.000244141
AFFX-r2-Ec-bioC-5_at	6714.024	P	0.000244141
AFFX-r2-Ec-bioC-3_at	7010.297	P	0.000244141
AFFX-r2-Ec-bioD-5_at	23965.74	P	0.000244141
AFFX-r2-Ec-bioD-3_at	33535.01	P	0.000244141
AFFX-r2-P1-cre-5_at	72646.14	P	0.000244141
AFFX-r2-P1-cre-3_at	97821.41	P	0.000244141
AFFX-r2-Bs-dap-5_at	3526.432	P	0.000244141
AFFX-r2-Bs-dap-M_at	6184.067	P	0.000244141
AFFX-r2-Bs-dap-3_at	7665.87	P	0.000244141
AFFX-r2-Bs-lys-5_at	517.1649	P	0.000244141
AFFX-r2-Bs-lys-M_at	390.9013	P	0.000732422
AFFX-r2-Bs-lys-3_at	450.2878	P	0.000244141
AFFX-r2-Bs-phe-5_at	751.4742	P	0.000244141
AFFX-r2-Bs-phe-M_at	706.4981	P	0.000244141
