ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1689.07	P	0.000581214
AFFX-BioB-M_at	2963.74	P	4.43E-05
AFFX-BioB-3_at	1653.526	P	6.01E-05
AFFX-BioC-5_at	3858.335	P	5.17E-05
AFFX-BioC-3_at	6590.256	P	4.43E-05
AFFX-BioDn-5_at	9848.873	P	4.43E-05
AFFX-BioDn-3_at	23315.23	P	6.02E-05
AFFX-CreX-5_at	51669.59	P	5.17E-05
AFFX-CreX-3_at	74737.58	P	4.43E-05
AFFX-DapX-5_at	2706.434	P	4.43E-05
AFFX-DapX-M_at	6198.927	P	0.000445901
AFFX-DapX-3_at	6302.429	P	5.17E-05
AFFX-LysX-5_at	328.9609	P	0.000340305
AFFX-LysX-M_at	447.1342	P	0.01031672
AFFX-LysX-3_at	1149.09	P	0.00010954
AFFX-PheX-5_at	533.342	P	8.14E-05
AFFX-PheX-M_at	843.0901	P	0.00022441
AFFX-PheX-3_at	577.8007	P	0.000146581
AFFX-ThrX-5_at	511.7754	P	0.00141043
AFFX-ThrX-M_at	700.5583	P	9.45E-05
AFFX-ThrX-3_at	887.964	P	0.000581214
AFFX-TrpnX-5_at	6.638637	A	0.9273001
AFFX-TrpnX-M_at	20.69411	A	0.7723636
AFFX-TrpnX-3_at	122.5371	P	0.01828064
AFFX-r2-Ec-bioB-5_at	2307.687	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2740.828	P	0.000244141
AFFX-r2-Ec-bioB-3_at	2782.947	P	0.000244141
AFFX-r2-Ec-bioC-5_at	6939.032	P	0.000244141
AFFX-r2-Ec-bioC-3_at	6764.358	P	0.000244141
AFFX-r2-Ec-bioD-5_at	26328.42	P	0.000244141
AFFX-r2-Ec-bioD-3_at	33888.05	P	0.000244141
AFFX-r2-P1-cre-5_at	77982.6	P	0.000244141
AFFX-r2-P1-cre-3_at	97602.05	P	0.000244141
AFFX-r2-Bs-dap-5_at	4522.877	P	0.000244141
AFFX-r2-Bs-dap-M_at	6967.226	P	0.000244141
AFFX-r2-Bs-dap-3_at	8193.146	P	0.000244141
AFFX-r2-Bs-lys-5_at	601.673	P	0.000244141
AFFX-r2-Bs-lys-M_at	521.9391	P	0.000244141
AFFX-r2-Bs-lys-3_at	631.2672	P	0.000732422
AFFX-r2-Bs-phe-5_at	543.793	P	0.000732422
AFFX-r2-Bs-phe-M_at	666.0269	P	0.000244141
AFFX-r2-Bs-phe-3_at	1238.858	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	1284.521	P	0.00292969
AFFX-r2-Bs-thr-M_s_at	1065.115	P	0.00195313
AFFX-r2-Bs-thr-5_s_at	670.2348	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	1142.798	P	0.000972149
AFFX-HUMISGF3A/M97935_MA_at	914.0014	P	5.17E-05
AFFX-HUMISGF3A/M97935_MB_at	1098.317	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	3997.765	P	4.43E-05
AFFX-HUMRGE/M10098_5_at	28312.04	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	4508.173	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	45175.46	P	5.17E-05
AFFX-HUMGAPDH/M33197_5_at	71004.84	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	67062.7	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	79738.84	P	4.43E-05
AFFX-HSAC07/X00351_5_at	20573.76	P	5.17E-05
AFFX-HSAC07/X00351_M_at	24925.22	P	4.43E-05
