ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1699.085	P	0.000972149
AFFX-BioB-M_at	2129.177	P	4.43E-05
AFFX-BioB-3_at	1121.107	P	0.000296708
AFFX-BioC-5_at	4345.135	P	9.45E-05
AFFX-BioC-3_at	6397.192	P	4.43E-05
AFFX-BioDn-5_at	10199.79	P	6.02E-05
AFFX-BioDn-3_at	15454.51	P	0.000146581
AFFX-CreX-5_at	54570.13	P	5.17E-05
AFFX-CreX-3_at	77771.52	P	4.43E-05
AFFX-DapX-5_at	2252.61	P	6.02E-05
AFFX-DapX-M_at	3809.364	P	0.000662269
AFFX-DapX-3_at	3352.026	P	9.45E-05
AFFX-LysX-5_at	181.72	P	0.001795911
AFFX-LysX-M_at	283.7881	P	0.0044838
AFFX-LysX-3_at	710.2709	P	0.000224668
AFFX-PheX-5_at	171.1725	P	0.009337437
AFFX-PheX-M_at	310.6984	P	0.01138437
AFFX-PheX-3_at	306.414	P	0.003212301
AFFX-ThrX-5_at	471.7451	P	0.000972149
AFFX-ThrX-M_at	686.5207	P	7.01E-05
AFFX-ThrX-3_at	860.7287	P	0.000753643
AFFX-TrpnX-5_at	50.20939	A	0.4554125
AFFX-TrpnX-M_at	8.88798	A	0.8686389
AFFX-TrpnX-3_at	59.29617	A	0.3544527
AFFX-r2-Ec-bioB-5_at	2340.796	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2763.46	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1945.155	P	0.000244141
AFFX-r2-Ec-bioC-5_at	5015.545	P	0.000244141
AFFX-r2-Ec-bioC-3_at	7054.34	P	0.000244141
AFFX-r2-Ec-bioD-5_at	25054.64	P	0.000244141
AFFX-r2-Ec-bioD-3_at	38097.37	P	0.000244141
AFFX-r2-P1-cre-5_at	67286.17	P	0.000244141
AFFX-r2-P1-cre-3_at	101148.5	P	0.000244141
AFFX-r2-Bs-dap-5_at	2402.055	P	0.000244141
AFFX-r2-Bs-dap-M_at	4493.16	P	0.000244141
AFFX-r2-Bs-dap-3_at	4505.842	P	0.000244141
AFFX-r2-Bs-lys-5_at	298.9166	P	0.000732422
AFFX-r2-Bs-lys-M_at	289.9771	P	0.000244141
AFFX-r2-Bs-lys-3_at	179.8569	P	0.0185547
AFFX-r2-Bs-phe-5_at	240.3004	P	0.000732422
AFFX-r2-Bs-phe-M_at	314.0148	P	0.000244141
AFFX-r2-Bs-phe-3_at	569.9762	P	0.0012207
AFFX-r2-Bs-thr-3_s_at	1348.764	P	0.0107422
AFFX-r2-Bs-thr-M_s_at	1135.504	P	0.00292969
AFFX-r2-Bs-thr-5_s_at	756.3166	P	0.00585938
AFFX-HUMISGF3A/M97935_5_at	2590.1	P	0.000126798
AFFX-HUMISGF3A/M97935_MA_at	3274.315	P	0.000581214
AFFX-HUMISGF3A/M97935_MB_at	4480.96	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	7738.015	P	6.02E-05
AFFX-HUMRGE/M10098_5_at	1585.657	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	796.0156	P	0.000169227
AFFX-HUMRGE/M10098_3_at	816.7402	P	0.009337437
AFFX-HUMGAPDH/M33197_5_at	23938.81	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	21242.72	P	0.000169227
AFFX-HUMGAPDH/M33197_3_at	24859.81	P	4.43E-05
AFFX-HSAC07/X00351_5_at	29790.95	P	6.02E-05
AFFX-HSAC07/X00351_M_at	36385.09	P	4.43E-05
AFFX-HSAC07/X00351_3_at	50923.2	P	4.43E-05
AFFX-M27830_5_at	8571.635	P	4.43E-05
AFFX-M27830_M_at	7499.303	P	0.01254675
AFFX-M27830_3_at	80.64988	A	0.4851099
AFFX-hum_alu_at	112771.1	P	2.61E-13
1007_s_at	584.4818	P	0.01309182
1053_at	154.3746	M	0.05447043
117_at	383.6956	P	0.004862762
121_at	1283.393	P	0.004862762
1255_g_at	50.71774	A	0.3025475
1294_at	1133.046	P	0.02785966
1316_at	369.0149	P	0.002613182
1320_at	24.25746	A	0.6974525
1405_i_at	7.599948	A	0.9679803
1431_at	373.7168	P	0.000673102
1438_at	39.79756	A	0.5411842
1487_at	1520.79	P	0.01493657
1494_f_at	545.5308	M	0.06041932
1598_g_at	2117.948	P	0.000321521
160020_at	352.2788	A	0.162935
1729_at	1158.242	P	0.003584867
1773_at	311.109	P	0.02186644
177_at	136.6499	P	0.04896659
179_at	1172.397	M	0.05447043
1861_at	825.0278	P	0.03936541
200000_s_at	2831.866	P	0.000244141
200001_at	5719.784	P	0.000244141
200002_at	54249.67	P	0.000244141
200003_s_at	70258.82	P	0.000244141
200004_at	25009.72	P	0.000244141
200005_at	9873.569	P	0.000732422
200006_at	10521.26	P	0.000244141
200007_at	13180.37	P	0.000244141
200008_s_at	3028.967	P	0.000732422
200009_at	5997.805	P	0.000244141
200010_at	49198.31	P	0.000244141
200011_s_at	2162.513	P	0.000244141
200012_x_at	57794.97	P	0.000244141
200013_at	65635.13	P	0.000244141
200014_s_at	4599.604	P	0.000244141
200015_s_at	10609	P	0.00292969
200016_x_at	51858.91	P	0.000244141
200017_at	85770.24	P	0.000732422
200018_at	83972.44	P	0.000244141
200019_s_at	38710.89	P	0.000244141
200020_at	4246.287	P	0.000244141
200021_at	26965.97	P	0.00195313
200022_at	59830.82	P	0.000244141
200023_s_at	14206.69	P	0.000244141
200024_at	49534.69	P	0.000244141
200025_s_at	49241.46	P	0.000244141
200026_at	28694.95	P	0.000244141
200027_at	6368.114	P	0.000244141
200028_s_at	5372.595	P	0.0012207
200029_at	44463.55	P	0.000244141
200030_s_at	9029.288	P	0.000244141
200031_s_at	97785.23	P	0.000244141
200032_s_at	80193.2	P	0.000244141
200033_at	48053.64	P	0.000244141
200034_s_at	60242.37	P	0.000244141
200035_at	2991.905	P	0.0239258
200036_s_at	32580.42	P	0.000244141
200037_s_at	7581.827	P	0.000244141
200038_s_at	62824.83	P	0.000244141
200039_s_at	4610.511	P	0.000244141
200040_at	4593.436	P	0.00195313
200041_s_at	6216.772	P	0.000244141
200042_at	1208.573	P	0.000244141
200043_at	8527.665	P	0.000732422
200044_at	4508.229	P	0.000244141
200045_at	1758.047	P	0.000244141
200046_at	6171.148	P	0.000244141
200047_s_at	4371.156	P	0.000244141
200048_s_at	20219.62	P	0.000244141
200049_at	796.7173	P	0.000244141
200050_at	4258.999	P	0.000244141
200051_at	1563.235	P	0.000244141
200052_s_at	2477.465	P	0.000244141
200053_at	2263.864	P	0.000732422
200054_at	1001.1	P	0.000244141
200055_at	8211.4	P	0.000244141
200056_s_at	1725.501	P	0.000244141
200057_s_at	9574.855	P	0.000244141
200058_s_at	4063.848	P	0.000244141
200059_s_at	15490.63	P	0.000244141
200060_s_at	3925.62	P	0.00195313
200061_s_at	65891.61	P	0.000244141
200062_s_at	76572.37	P	0.000244141
200063_s_at	42711.98	P	0.000244141
200064_at	11206.38	P	0.000732422
200065_s_at	14044.37	P	0.000244141
200066_at	2838.512	P	0.0185547
200067_x_at	3169.536	P	0.000244141
200068_s_at	29647.44	P	0.000244141
200069_at	644.3978	P	0.000244141
200070_at	1172.234	P	0.0141602
200071_at	1862.263	P	0.000732422
200072_s_at	5602.222	P	0.000244141
200073_s_at	7821.806	P	0.000244141
200074_s_at	21236.12	P	0.000244141
200075_s_at	1975.258	P	0.00195313
200076_s_at	1950.27	P	0.00415039
200077_s_at	40645.25	P	0.000244141
200078_s_at	2926.8	P	0.00585938
200079_s_at	6432.608	P	0.000244141
200080_s_at	30087.59	P	0.000244141
200081_s_at	71907.72	P	0.000244141
200082_s_at	31311.14	P	0.000244141
200083_at	2389.254	P	0.0012207
200084_at	12873.24	P	0.000244141
200085_s_at	3571.834	P	0.000732422
200086_s_at	8816.165	P	0.000244141
200087_s_at	28923	P	0.000244141
200088_x_at	50491.1	P	0.000244141
200089_s_at	61064.04	P	0.000244141
200090_at	2452.227	P	0.000732422
200091_s_at	64958.11	P	0.000244141
200092_s_at	86921.37	P	0.000244141
200093_s_at	14193	P	0.000244141
200094_s_at	39514.52	P	0.000244141
200095_x_at	84514.16	P	0.000244141
200096_s_at	15160.69	P	0.000244141
200097_s_at	20144.32	P	0.0012207
200098_s_at	4785.125	P	0.00195313
200099_s_at	88052.5	P	0.000244141
200593_s_at	2878	P	0.000244141
200594_x_at	8261.862	P	0.000244141
200595_s_at	7618.119	P	0.000244141
200596_s_at	1831.701	P	0.00415039
200597_at	755.4659	P	0.0012207
200598_s_at	22674.2	P	0.000244141
200599_s_at	60644.99	P	0.000244141
200600_at	4920.622	P	0.000244141
200601_at	1968.382	P	0.00585938
200602_at	63.39361	A	0.171387
200603_at	7374.609	P	0.000244141
200604_s_at	2181.379	P	0.000244141
200605_s_at	7869.129	P	0.000244141
200606_at	54.87928	A	0.366211
200607_s_at	2160.599	P	0.00415039
200608_s_at	3987.858	P	0.000244141
200609_s_at	3210.724	P	0.00195313
200610_s_at	11592.09	P	0.0012207
200611_s_at	2526.066	P	0.0012207
200612_s_at	1098.32	P	0.00292969
200613_at	3677.665	P	0.00415039
200614_at	6696.133	P	0.000244141
200615_s_at	806.9005	P	0.0185547
200616_s_at	3907.934	P	0.00195313
200617_at	2454.012	P	0.000244141
200618_at	1967.419	P	0.000732422
200619_at	2464.468	A	0.0952148
200620_at	20700.14	P	0.000244141
200621_at	2738.548	P	0.0012207
200622_x_at	1306.869	P	0.00415039
200623_s_at	1294.654	P	0.00585938
200624_s_at	9169.774	P	0.000244141
200625_s_at	5368.229	P	0.000732422
200626_s_at	13825.48	P	0.000244141
200627_at	19431.66	P	0.000244141
200628_s_at	837.4207	A	0.246094
200629_at	1558.59	P	0.00415039
200630_x_at	20611.08	P	0.000244141
200631_s_at	10453.85	P	0.000244141
200632_s_at	1518.931	P	0.000732422
200633_at	32191.88	P	0.000244141
200634_at	6350.005	P	0.000244141
200635_s_at	73.97888	A	0.533936
200636_s_at	119.4125	A	0.665527
200637_s_at	20.89455	A	0.696289
200638_s_at	9242.869	P	0.000244141
200639_s_at	7611.319	P	0.000244141
200640_at	6410.616	P	0.000244141
200641_s_at	6206.302	P	0.000244141
200642_at	9489.037	P	0.000732422
200643_at	7124.791	P	0.000732422
200644_at	1614.337	P	0.000732422
200645_at	12431.19	P	0.000244141
200646_s_at	1279.944	P	0.00805664
200647_x_at	3981.158	P	0.0012207
200648_s_at	499.3578	P	0.0375977
200649_at	3721.676	P	0.000244141
200650_s_at	10947.84	P	0.000244141
200651_at	52905.18	P	0.000244141
200652_at	16578.41	P	0.00292969
200653_s_at	14000.98	P	0.000732422
200654_at	22144.48	P	0.0141602
200655_s_at	4774.521	P	0.000244141
200656_s_at	12486.22	P	0.000732422
200657_at	18510.61	P	0.000244141
200658_s_at	1030.994	P	0.00195313
200659_s_at	521.2801	P	0.0185547
200660_at	1823.334	P	0.00292969
200661_at	1035.496	P	0.000244141
200662_s_at	5199.336	P	0.000244141
200663_at	16826.28	P	0.000732422
200664_s_at	1421.891	P	0.00805664
200665_s_at	3607.625	P	0.000732422
200666_s_at	2044.826	P	0.000244141
200667_at	4450.71	P	0.000244141
200668_s_at	10544.89	P	0.000244141
200669_s_at	6541.889	P	0.000244141
200670_at	37891.6	P	0.000244141
200671_s_at	231.6931	A	0.303711
200672_x_at	688.4378	P	0.000732422
200673_at	13754.26	P	0.000244141
200674_s_at	47633.04	P	0.000244141
200675_at	62.083	A	0.246094
200676_s_at	362.6878	P	0.00585938
200677_at	3096.88	P	0.000732422
200678_x_at	5065.648	P	0.00415039
200679_x_at	6048.901	P	0.000244141
200680_x_at	23878.32	P	0.000244141
200681_at	8726.878	P	0.000244141
200682_s_at	3758.804	P	0.000244141
200683_s_at	686.1648	P	0.000244141
200684_s_at	440.9784	P	0.000732422
200685_at	808.1505	P	0.0012207
200686_s_at	8576.418	P	0.000244141
200687_s_at	832.7379	P	0.00292969
200688_at	433.166	P	0.0239258
200689_x_at	62613.71	P	0.000244141
200690_at	729.6142	P	0.0239258
200691_s_at	8226.999	P	0.000244141
200692_s_at	5074.751	P	0.000244141
200693_at	8988.988	P	0.000244141
200694_s_at	4512.096	P	0.000244141
200695_at	1263.09	P	0.0239258
200696_s_at	406.0238	P	0.0375977
200697_at	313.6083	P	0.0461426
200698_at	2972.098	P	0.000244141
200699_at	537.0087	P	0.0141602
200700_s_at	3493.267	P	0.000244141
200701_at	5084.889	P	0.000244141
200702_s_at	1677.653	P	0.00195313
200703_at	14104.81	P	0.000244141
200704_at	4328.966	P	0.000244141
200705_s_at	55557.14	P	0.000244141
200706_s_at	3457.509	P	0.0012207
200707_at	3033.691	P	0.000244141
200708_at	1701.331	P	0.0012207
200709_at	2037.624	P	0.000244141
200710_at	4216.796	P	0.00292969
200711_s_at	2943.943	P	0.000244141
200712_s_at	1095.7	P	0.000244141
200713_s_at	2485.166	P	0.000244141
200714_x_at	7503.255	P	0.000244141
200715_x_at	38065.95	P	0.000244141
200716_x_at	71326.75	P	0.000244141
200717_x_at	76245.98	P	0.000244141
200718_s_at	18325.88	P	0.000244141
200719_at	1850.122	P	0.0012207
200720_s_at	308.6845	P	0.0141602
200721_s_at	538.6947	A	0.129639
200722_s_at	4985.182	P	0.000732422
200723_s_at	7539.904	P	0.000244141
200724_at	328.0686	P	0.0012207
200725_x_at	60961.43	P	0.000244141
200726_at	9408.515	P	0.000244141
200727_s_at	1326.57	P	0.00585938
200728_at	6440.889	P	0.000244141
200729_s_at	6416.085	P	0.000244141
200730_s_at	1858.495	P	0.000244141
200731_s_at	2018.03	P	0.000732422
200732_s_at	3192.171	P	0.000244141
200733_s_at	1888.624	P	0.000244141
200734_s_at	778.845	P	0.00292969
200735_x_at	57112.23	P	0.000244141
200736_s_at	3933.233	P	0.000732422
200737_at	1610.318	P	0.00415039
200738_s_at	10369.07	P	0.000244141
200739_s_at	1077.136	P	0.0185547
200740_s_at	3842.063	P	0.000244141
200741_s_at	86256.78	P	0.000244141
200742_s_at	4986.902	P	0.000244141
200743_s_at	4128.733	P	0.000244141
200744_s_at	2478.112	P	0.000244141
200745_s_at	4408.974	P	0.000244141
200746_s_at	4810.09	P	0.00292969
200747_s_at	1191.002	P	0.0185547
200748_s_at	8091.591	P	0.000244141
200749_at	2676.8	P	0.00195313
200750_s_at	5219.63	P	0.000732422
200751_s_at	4834.233	P	0.000244141
200752_s_at	538.1365	P	0.0375977
200753_x_at	7419.648	P	0.000732422
200754_x_at	10198.19	P	0.000244141
