ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	848.4678	P	0.000662269
AFFX-BioB-M_at	1302.042	P	5.17E-05
AFFX-BioB-3_at	688.7928	P	0.000195116
AFFX-BioC-5_at	800.6259	P	0.000296708
AFFX-BioC-3_at	1132.571	P	5.17E-05
AFFX-BioDn-5_at	7235.889	P	4.43E-05
AFFX-BioDn-3_at	11759.2	P	7.01E-05
AFFX-CreX-5_at	35370.48	P	5.17E-05
AFFX-CreX-3_at	44167.12	P	4.43E-05
AFFX-DapX-5_at	2672.949	P	6.02E-05
AFFX-DapX-M_at	4268.212	P	0.000340305
AFFX-DapX-3_at	6258.255	P	5.17E-05
AFFX-LysX-5_at	229.9339	P	0.000389797
AFFX-LysX-M_at	347.1457	P	0.0044838
AFFX-LysX-3_at	808.3956	P	0.000146581
AFFX-PheX-5_at	442.4808	P	6.02E-05
AFFX-PheX-M_at	763.0018	P	9.45E-05
AFFX-PheX-3_at	486.9035	P	5.17E-05
AFFX-ThrX-5_at	732.8004	P	4.43E-05
AFFX-ThrX-M_at	1030.713	P	4.43E-05
AFFX-ThrX-3_at	1614.092	P	4.43E-05
AFFX-TrpnX-5_at	6.211682	A	0.8686389
AFFX-TrpnX-M_at	6.184741	A	0.7942677
AFFX-TrpnX-3_at	36.95127	A	0.3684377
AFFX-r2-Ec-bioB-5_at	1288.39	P	0.000244141
AFFX-r2-Ec-bioB-M_at	1161.486	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1127.162	P	0.000244141
AFFX-r2-Ec-bioC-5_at	1171.599	P	0.000244141
AFFX-r2-Ec-bioC-3_at	1327.352	P	0.00292969
AFFX-r2-Ec-bioD-5_at	17490.44	P	0.000244141
AFFX-r2-Ec-bioD-3_at	19757.25	P	0.000244141
AFFX-r2-P1-cre-5_at	47110.75	P	0.000244141
AFFX-r2-P1-cre-3_at	59958.3	P	0.000244141
AFFX-r2-Bs-dap-5_at	3359.122	P	0.000244141
AFFX-r2-Bs-dap-M_at	5889.116	P	0.000244141
AFFX-r2-Bs-dap-3_at	6585.298	P	0.000244141
AFFX-r2-Bs-lys-5_at	350.2859	P	0.000244141
AFFX-r2-Bs-lys-M_at	332.4067	P	0.000244141
AFFX-r2-Bs-lys-3_at	347.0829	P	0.000244141
AFFX-r2-Bs-phe-5_at	623.1092	P	0.000244141
