ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1404.879	P	0.000662269
AFFX-BioB-M_at	2520.455	P	4.43E-05
AFFX-BioB-3_at	1112.926	P	7.01E-05
AFFX-BioC-5_at	3756.122	P	6.02E-05
AFFX-BioC-3_at	4517.597	P	4.43E-05
AFFX-BioDn-5_at	8799.565	P	5.17E-05
AFFX-BioDn-3_at	14612.21	P	9.45E-05
AFFX-CreX-5_at	50022.42	P	5.17E-05
AFFX-CreX-3_at	68247.4	P	4.43E-05
AFFX-DapX-5_at	2009.19	P	5.17E-05
AFFX-DapX-M_at	5167.871	P	0.000296708
AFFX-DapX-3_at	9512.79	P	6.02E-05
AFFX-LysX-5_at	228.0064	P	0.000753643
AFFX-LysX-M_at	517.0546	P	0.001101968
AFFX-LysX-3_at	1288.112	P	5.17E-05
AFFX-PheX-5_at	330.0113	P	0.000169227
AFFX-PheX-M_at	660.5551	P	0.000169227
AFFX-PheX-3_at	859.749	P	4.43E-05
AFFX-ThrX-5_at	465.7179	P	6.02E-05
AFFX-ThrX-M_at	1050.283	P	4.43E-05
AFFX-ThrX-3_at	2602.003	P	4.43E-05
AFFX-TrpnX-5_at	42.23981	A	0.3825992
AFFX-TrpnX-M_at	3.362226	A	0.9535185
AFFX-TrpnX-3_at	42.68781	A	0.3969195
AFFX-r2-Ec-bioB-5_at	2219.52	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2159.24	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1677.518	P	0.000244141
AFFX-r2-Ec-bioC-5_at	5154.872	P	0.000244141
AFFX-r2-Ec-bioC-3_at	6535.035	P	0.000244141
AFFX-r2-Ec-bioD-5_at	20802.79	P	0.000244141
AFFX-r2-Ec-bioD-3_at	30106.39	P	0.000244141
AFFX-r2-P1-cre-5_at	67602.66	P	0.000244141
AFFX-r2-P1-cre-3_at	97966.59	P	0.000244141
AFFX-r2-Bs-dap-5_at	2372.73	P	0.000244141
AFFX-r2-Bs-dap-M_at	6144.157	P	0.000244141
AFFX-r2-Bs-dap-3_at	10832.54	P	0.000244141
AFFX-r2-Bs-lys-5_at	345.4349	P	0.000732422
AFFX-r2-Bs-lys-M_at	497.4137	P	0.000244141
AFFX-r2-Bs-lys-3_at	663.5964	P	0.000244141
AFFX-r2-Bs-phe-5_at	386.1673	P	0.000244141
AFFX-r2-Bs-phe-M_at	706.3073	P	0.000244141
AFFX-r2-Bs-phe-3_at	1873.718	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	4284.291	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	1360.681	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	857.8118	P	0.000732422
AFFX-HUMISGF3A/M97935_5_at	690.8608	P	0.000856509
AFFX-HUMISGF3A/M97935_MA_at	1481.27	P	0.000581214
AFFX-HUMISGF3A/M97935_MB_at	1174.953	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	7200.361	P	5.17E-05
AFFX-HUMRGE/M10098_5_at	620.2847	P	0.000126798
AFFX-HUMRGE/M10098_M_at	1247.182	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	1808.112	P	0.000195116
AFFX-HUMGAPDH/M33197_5_at	17991.42	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	17240.5	P	7.01E-05
AFFX-HUMGAPDH/M33197_3_at	27663.8	P	4.43E-05
AFFX-HSAC07/X00351_5_at	5469.47	P	0.00010954
AFFX-HSAC07/X00351_M_at	7712.671	P	4.43E-05
AFFX-HSAC07/X00351_3_at	32915.68	P	4.43E-05
AFFX-M27830_5_at	7790.149	P	4.43E-05
AFFX-M27830_M_at	9688.952	P	0.003212301
AFFX-M27830_3_at	96.25282	A	0.3544527
AFFX-hum_alu_at	84146.8	P	2.61E-13
1007_s_at	375.9021	P	0.01144739
1053_at	444.5048	P	0.004862762
117_at	204.7099	P	0.03133569
121_at	861.0947	P	0.01930353
1255_g_at	30.42801	A	0.3979936
1294_at	1524.949	P	0.03516287
1316_at	242.836	P	0.009985438
1320_at	12.55352	A	0.8103127
1405_i_at	153.0705	A	0.07007303
