ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1261.561	P	0.000662269
AFFX-BioB-M_at	2306.448	P	4.43E-05
AFFX-BioB-3_at	1139.657	P	4.43E-05
AFFX-BioC-5_at	3398.779	P	5.17E-05
AFFX-BioC-3_at	4522.693	P	4.43E-05
AFFX-BioDn-5_at	12717.7	P	4.43E-05
AFFX-BioDn-3_at	15588.76	P	6.02E-05
AFFX-CreX-5_at	51137.73	P	5.17E-05
AFFX-CreX-3_at	63368.17	P	4.43E-05
AFFX-DapX-5_at	1152.445	P	5.17E-05
AFFX-DapX-M_at	2653.405	P	0.000389797
AFFX-DapX-3_at	2966.796	P	4.43E-05
AFFX-LysX-5_at	183.808	P	0.001101968
AFFX-LysX-M_at	233.3216	P	0.001592572
AFFX-LysX-3_at	510.8226	P	4.43E-05
AFFX-PheX-5_at	319.8801	P	7.01E-05
AFFX-PheX-M_at	435.3134	P	6.02E-05
AFFX-PheX-3_at	427.5461	P	7.01E-05
AFFX-ThrX-5_at	267.4518	P	0.000195116
AFFX-ThrX-M_at	485.2418	P	0.000195116
AFFX-ThrX-3_at	922.1431	P	7.01E-05
AFFX-TrpnX-5_at	31.20686	A	0.5297595
AFFX-TrpnX-M_at	3.671556	A	0.8432685
AFFX-TrpnX-3_at	10.27386	A	0.6455473
AFFX-r2-Ec-bioB-5_at	1810.114	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2385.399	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1733.584	P	0.000244141
AFFX-r2-Ec-bioC-5_at	4423.056	P	0.000244141
AFFX-r2-Ec-bioC-3_at	6101.881	P	0.000244141
AFFX-r2-Ec-bioD-5_at	23123.37	P	0.000244141
AFFX-r2-Ec-bioD-3_at	29731.32	P	0.000244141
AFFX-r2-P1-cre-5_at	61897.74	P	0.000244141
AFFX-r2-P1-cre-3_at	85285.95	P	0.000244141
AFFX-r2-Bs-dap-5_at	1458.892	P	0.000244141
AFFX-r2-Bs-dap-M_at	3275.512	P	0.000244141
AFFX-r2-Bs-dap-3_at	3903.805	P	0.000244141
AFFX-r2-Bs-lys-5_at	347.8259	P	0.000732422
AFFX-r2-Bs-lys-M_at	315.1989	P	0.000244141
AFFX-r2-Bs-lys-3_at	278.241	P	0.000244141
AFFX-r2-Bs-phe-5_at	470.6206	P	0.000732422
AFFX-r2-Bs-phe-M_at	481.8528	P	0.000244141
AFFX-r2-Bs-phe-3_at	787.4594	P	0.00415039
AFFX-r2-Bs-thr-3_s_at	977.5115	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	793.6297	P	0.0012207
AFFX-r2-Bs-thr-5_s_at	422.5739	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	148.5614	P	0.003594584
AFFX-HUMISGF3A/M97935_MA_at	208.6541	P	0.01381051
AFFX-HUMISGF3A/M97935_MB_at	462.6494	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	3024.403	P	7.01E-05
AFFX-HUMRGE/M10098_5_at	28024.04	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	18025.53	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	29519.19	P	4.43E-05
AFFX-HUMGAPDH/M33197_5_at	22736.54	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	22364.38	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	30817.97	P	4.43E-05
AFFX-HSAC07/X00351_5_at	3988.489	P	5.17E-05
AFFX-HSAC07/X00351_M_at	9571.142	P	4.43E-05
AFFX-HSAC07/X00351_3_at	27474.31	P	4.43E-05
AFFX-M27830_5_at	41597.55	P	4.43E-05
AFFX-M27830_M_at	8956.39	P	0.002555524
AFFX-M27830_3_at	20.15507	A	0.5886198
AFFX-hum_alu_at	79708.2	P	2.61E-13
1007_s_at	514.3339	P	0.004180327
1053_at	379.6814	P	0.000959383
117_at	147.6208	P	0.008689182
121_at	593.1714	P	0.01144739
1255_g_at	13.80276	A	0.6604422
1294_at	576.092	A	0.06686494
1316_at	243.8126	P	0.000218889
1320_at	7.302521	A	0.7654434
1405_i_at	166.4057	P	0.002142848
1431_at	115.067	P	0.01493657
1438_at	32.73802	A	0.6020064
1487_at	932.1248	P	0.01309182
1494_f_at	113.4257	A	0.1896873
1598_g_at	6943.913	P	0.000218889
160020_at	288.8115	M	0.05447043
1729_at	4054.087	P	0.000265621
1773_at	156.5176	P	0.007542912
177_at	54.18903	M	0.06038827
179_at	482.1372	A	0.06686494
1861_at	415.9214	P	0.01930353
200000_s_at	2579.331	P	0.000244141
200001_at	1973.048	P	0.000244141
200002_at	35451.83	P	0.000244141
200003_s_at	54098.59	P	0.000244141
200004_at	22067.6	P	0.000244141
200005_at	7382.452	P	0.000244141
200006_at	10419.85	P	0.000244141
200007_at	12099.51	P	0.000244141
200008_s_at	1774.65	P	0.000244141
200009_at	7352.806	P	0.000244141
200010_at	24033.97	P	0.000244141
200011_s_at	2250.674	P	0.000244141
200012_x_at	22371.34	P	0.000244141
200013_at	36691.75	P	0.000244141
200014_s_at	8984.794	P	0.000244141
200015_s_at	9050.244	P	0.000732422
200016_x_at	31613.73	P	0.000244141
200017_at	49526.24	P	0.000244141
200018_at	48419.37	P	0.000244141
200019_s_at	25071.06	P	0.000244141
