ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	870.7327	P	0.000340305
AFFX-BioB-M_at	1299.2	P	4.43E-05
AFFX-BioB-3_at	810.063	P	6.02E-05
AFFX-BioC-5_at	2291.668	P	5.17E-05
AFFX-BioC-3_at	2938.365	P	4.43E-05
AFFX-BioDn-5_at	6545.528	P	4.43E-05
AFFX-BioDn-3_at	11508.09	P	7.01E-05
AFFX-CreX-5_at	38435.27	P	5.17E-05
AFFX-CreX-3_at	40812.06	P	4.43E-05
AFFX-DapX-5_at	617.5087	P	6.01E-05
AFFX-DapX-M_at	1385.481	P	0.000856509
AFFX-DapX-3_at	1525.984	P	5.17E-05
AFFX-LysX-5_at	94.11492	P	0.000258358
AFFX-LysX-M_at	144.8903	P	0.03367728
AFFX-LysX-3_at	272.0339	P	8.14E-05
AFFX-PheX-5_at	147.1768	P	0.000126798
AFFX-PheX-M_at	263.5039	P	0.001247504
AFFX-PheX-3_at	264.5947	P	0.000195116
AFFX-ThrX-5_at	119.9165	P	0.000389797
AFFX-ThrX-M_at	289.2742	P	0.000445901
AFFX-ThrX-3_at	453.1124	P	0.000146581
AFFX-TrpnX-5_at	5.630152	A	0.5593588
AFFX-TrpnX-M_at	13.03493	A	0.8047336
AFFX-TrpnX-3_at	14.9437	A	0.1753072
AFFX-r2-Ec-bioB-5_at	1086.827	P	0.000244141
AFFX-r2-Ec-bioB-M_at	1236.268	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1244.161	P	0.000244141
AFFX-r2-Ec-bioC-5_at	3044.198	P	0.000244141
AFFX-r2-Ec-bioC-3_at	3901.528	P	0.000244141
AFFX-r2-Ec-bioD-5_at	13186.53	P	0.000244141
AFFX-r2-Ec-bioD-3_at	20092.62	P	0.000244141
AFFX-r2-P1-cre-5_at	45199.35	P	0.000244141
AFFX-r2-P1-cre-3_at	60486.41	P	0.000244141
AFFX-r2-Bs-dap-5_at	830.6498	P	0.000244141
