ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	3137.023	P	6.02E-05
AFFX-BioB-M_at	4944.831	P	4.43E-05
AFFX-BioB-3_at	2478.323	P	4.43E-05
AFFX-BioC-5_at	6861.36	P	5.17E-05
AFFX-BioC-3_at	10418.73	P	4.43E-05
AFFX-BioDn-5_at	16624.7	P	7.01E-05
AFFX-BioDn-3_at	30609.45	P	6.02E-05
AFFX-CreX-5_at	70126.89	P	5.17E-05
AFFX-CreX-3_at	83399.8	P	4.43E-05
AFFX-DapX-5_at	2864.322	P	7.01E-05
AFFX-DapX-M_at	3924.151	P	0.000581214
AFFX-DapX-3_at	3970.877	P	9.45E-05
AFFX-LysX-5_at	179.1842	P	0.006870645
AFFX-LysX-M_at	186.4037	A	0.1161128
AFFX-LysX-3_at	578.3086	P	0.000169227
AFFX-PheX-5_at	265.1068	P	0.002020995
AFFX-PheX-M_at	295.6648	P	0.0044838
AFFX-PheX-3_at	433.7115	P	0.001247504
AFFX-ThrX-5_at	612.637	P	0.000340305
AFFX-ThrX-M_at	987.5673	P	5.17E-05
AFFX-ThrX-3_at	986.6016	P	5.17E-05
AFFX-TrpnX-5_at	139.465	A	0.1851306
AFFX-TrpnX-M_at	15.96518	A	0.8148902
AFFX-TrpnX-3_at	7.853907	A	0.9273001
AFFX-r2-Ec-bioB-5_at	5031.381	P	0.000244141
AFFX-r2-Ec-bioB-M_at	5222.928	P	0.000732422
AFFX-r2-Ec-bioB-3_at	4747.373	P	0.000244141
AFFX-r2-Ec-bioC-5_at	8989.752	P	0.000244141
AFFX-r2-Ec-bioC-3_at	11872.57	P	0.000244141
AFFX-r2-Ec-bioD-5_at	33477.89	P	0.000244141
AFFX-r2-Ec-bioD-3_at	50323.85	P	0.000244141
AFFX-r2-P1-cre-5_at	85065.66	P	0.000244141
AFFX-r2-P1-cre-3_at	122813.4	P	0.000244141
AFFX-r2-Bs-dap-5_at	3092.7	P	0.000244141
AFFX-r2-Bs-dap-M_at	4412.763	P	0.000244141
AFFX-r2-Bs-dap-3_at	5064.03	P	0.000244141
AFFX-r2-Bs-lys-5_at	253.282	P	0.0141602
AFFX-r2-Bs-lys-M_at	184.2301	P	0.00195313
AFFX-r2-Bs-lys-3_at	260.2786	P	0.000244141
AFFX-r2-Bs-phe-5_at	400.125	P	0.000244141
AFFX-r2-Bs-phe-M_at	475.779	P	0.0012207
AFFX-r2-Bs-phe-3_at	571.6546	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	1280.762	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	1641.1	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	1203.376	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	333.658	P	0.000752926
AFFX-HUMISGF3A/M97935_MA_at	1198.109	P	0.0044838
AFFX-HUMISGF3A/M97935_MB_at	906.4291	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	3115.75	P	8.14E-05
AFFX-HUMRGE/M10098_5_at	66344.61	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	5033.729	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	5106.969	P	0.000195116
AFFX-HUMGAPDH/M33197_5_at	15455.56	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	16331	P	5.17E-05
AFFX-HUMGAPDH/M33197_3_at	18178.2	P	4.43E-05
AFFX-HSAC07/X00351_5_at	11898.78	P	6.02E-05
AFFX-HSAC07/X00351_M_at	20452.16	P	4.43E-05
AFFX-HSAC07/X00351_3_at	43635.59	P	4.43E-05
AFFX-M27830_5_at	12328.82	P	4.43E-05
AFFX-M27830_M_at	15593.14	P	0.002866996
AFFX-M27830_3_at	256.5861	A	0.3684377
AFFX-hum_alu_at	144637	P	2.61E-13
1007_s_at	645.1999	P	0.02186644
1053_at	273.8455	P	0.0439678
117_at	205.3726	M	0.05447043
121_at	1124.371	P	0.01930353
1255_g_at	25.63241	A	0.8103127
1294_at	1061.571	P	0.01309182
1316_at	259.8389	P	0.01700051
1320_at	14.0542	A	0.9721608
1405_i_at	473.7967	P	0.00116472
1431_at	139.9236	P	0.01309182
1438_at	98.93435	A	0.5206196
1487_at	660.399	A	0.1073009
1494_f_at	366.6468	P	0.03936541
1598_g_at	1793.67	P	0.004862762
160020_at	1082.578	A	0.08940502
1729_at	2213.363	P	0.00056169
1773_at	111.1583	A	0.4180693
177_at	92.09295	A	0.1896873
179_at	1196.558	A	0.1896873
1861_at	745.0485	P	0.009985438
200000_s_at	3262.047	P	0.000244141
200001_at	2108.071	P	0.00195313
200002_at	50337.59	P	0.000244141
200003_s_at	69811.67	P	0.000244141
200004_at	19182.98	P	0.000244141
200005_at	12199.62	P	0.000732422
200006_at	15907.14	P	0.000244141
200007_at	19522.44	P	0.000244141
200008_s_at	2837.565	P	0.000244141
200009_at	8443.49	P	0.000244141
200010_at	42842.92	P	0.000244141
200011_s_at	1732.94	P	0.0012207
200012_x_at	38877.21	P	0.000244141
200013_at	71952.4	P	0.000244141
200014_s_at	5599.711	P	0.000244141
200015_s_at	7314.957	P	0.0012207
200016_x_at	46319.91	P	0.000244141
200017_at	87436.43	P	0.000244141
200018_at	75350.63	P	0.000244141
200019_s_at	50865.75	P	0.000244141
200020_at	2360.741	P	0.000244141
200021_at	9392.529	P	0.00292969
200022_at	52535.1	P	0.000244141
