ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1670.13	P	0.000509415
AFFX-BioB-M_at	3600.263	P	5.17E-05
AFFX-BioB-3_at	1112.937	P	0.000296708
AFFX-BioC-5_at	4619.303	P	6.02E-05
AFFX-BioC-3_at	6113.659	P	4.43E-05
AFFX-BioDn-5_at	13828.37	P	4.43E-05
AFFX-BioDn-3_at	17754.26	P	4.43E-05
AFFX-CreX-5_at	51220.93	P	5.17E-05
AFFX-CreX-3_at	82933.52	P	4.43E-05
AFFX-DapX-5_at	25299.68	P	4.43E-05
AFFX-DapX-M_at	33493.86	P	7.01E-05
AFFX-DapX-3_at	42366.22	P	4.43E-05
AFFX-LysX-5_at	2351.58	P	7.01E-05
AFFX-LysX-M_at	3420.27	P	5.17E-05
AFFX-LysX-3_at	6198.725	P	8.14E-05
AFFX-PheX-5_at	4902.755	P	7.01E-05
AFFX-PheX-M_at	6719.737	P	5.17E-05
AFFX-PheX-3_at	4971.775	P	4.43E-05
AFFX-ThrX-5_at	6948.445	P	5.17E-05
AFFX-ThrX-M_at	8413.058	P	4.43E-05
AFFX-ThrX-3_at	11997.9	P	4.43E-05
AFFX-TrpnX-5_at	216.6028	A	0.1952458
AFFX-TrpnX-M_at	112.2415	A	0.5148901
AFFX-TrpnX-3_at	17.76278	A	0.9370707
AFFX-r2-Ec-bioB-5_at	2091.396	P	0.000244141
AFFX-r2-Ec-bioB-M_at	3169.607	P	0.000244141
AFFX-r2-Ec-bioB-3_at	2950.606	P	0.000732422
AFFX-r2-Ec-bioC-5_at	6717.418	P	0.000244141
AFFX-r2-Ec-bioC-3_at	7857.481	P	0.000244141
AFFX-r2-Ec-bioD-5_at	38191.93	P	0.000244141
AFFX-r2-Ec-bioD-3_at	47433.18	P	0.000244141
AFFX-r2-P1-cre-5_at	94705.01	P	0.000244141
AFFX-r2-P1-cre-3_at	120017	P	0.000244141
AFFX-r2-Bs-dap-5_at	30787.45	P	0.000244141
AFFX-r2-Bs-dap-M_at	29016.09	P	0.000244141
AFFX-r2-Bs-dap-3_at	37653.87	P	0.000244141
AFFX-r2-Bs-lys-5_at	3288.909	P	0.000244141
AFFX-r2-Bs-lys-M_at	3932.226	P	0.000244141
AFFX-r2-Bs-lys-3_at	2801.477	P	0.000732422
AFFX-r2-Bs-phe-5_at	5228.972	P	0.000732422
AFFX-r2-Bs-phe-M_at	5970.961	P	0.000244141
AFFX-r2-Bs-phe-3_at	9503.294	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	16293.5	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	11364.09	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	9363.024	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	766.9442	P	0.000296708
AFFX-HUMISGF3A/M97935_MA_at	877.1356	P	0.01828064
AFFX-HUMISGF3A/M97935_MB_at	523.3884	P	0.005564507
AFFX-HUMISGF3A/M97935_3_at	1185.886	P	0.000753643
AFFX-HUMRGE/M10098_5_at	1171.104	P	0.000389797
AFFX-HUMRGE/M10098_M_at	808.7133	P	0.03656903
AFFX-HUMRGE/M10098_3_at	6284.943	P	0.00010954
AFFX-HUMGAPDH/M33197_5_at	49926.62	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	45108.5	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	53848.02	P	4.43E-05
AFFX-HSAC07/X00351_5_at	8810.619	P	5.17E-05
AFFX-HSAC07/X00351_M_at	13999.49	P	4.43E-05
AFFX-HSAC07/X00351_3_at	24453.07	P	5.17E-05
AFFX-M27830_5_at	5103.124	P	5.17E-05
AFFX-M27830_M_at	7278.379	P	0.002022599
AFFX-M27830_3_at	123.6805	A	0.7492043
AFFX-hum_alu_at	148679	P	5.97E-13
1007_s_at	244.6806	A	0.2189833
1053_at	323.562	P	0.02785966
117_at	604.9113	P	0.003584867
121_at	1578.956	P	0.03133569
1255_g_at	107.8778	A	0.5819307
1294_at	278.8995	A	0.5
1316_at	150.4486	A	0.2040221
1320_at	45.49391	A	0.8723547
1405_i_at	2706.997	P	0.00049077
1431_at	259.3444	P	0.02471098
1438_at	42.7508	A	0.8926991
1487_at	1306.259	P	0.03133569
1494_f_at	467.8187	A	0.1073009
1598_g_at	4884.64	P	0.000265621
160020_at	1280.865	A	0.08133665
1729_at	646.7433	A	0.1073009
1773_at	267.0285	A	0.4383609
177_at	320.0849	A	0.3586904
179_at	724.8448	A	0.4588158
1861_at	598.0704	M	0.05447043
200000_s_at	748.8698	P	0.000732422
200001_at	3089.177	P	0.000732422
200002_at	85860.28	P	0.000244141
200003_s_at	145528.3	P	0.000244141
200004_at	11525.65	P	0.000244141
200005_at	13282.95	P	0.000244141
200006_at	22961.14	P	0.000244141
200007_at	36636.86	P	0.000244141
200008_s_at	3516.297	P	0.000244141
