ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1269.562	P	0.000662269
AFFX-BioB-M_at	2233.115	P	4.43E-05
AFFX-BioB-3_at	924.5571	P	5.17E-05
AFFX-BioC-5_at	3249.988	P	7.01E-05
AFFX-BioC-3_at	4432.896	P	4.43E-05
AFFX-BioDn-5_at	8955.576	P	5.17E-05
AFFX-BioDn-3_at	14723.89	P	6.02E-05
AFFX-CreX-5_at	47260.24	P	5.17E-05
AFFX-CreX-3_at	55959.51	P	4.43E-05
AFFX-DapX-5_at	961.288	P	6.02E-05
AFFX-DapX-M_at	2426.252	P	0.000662269
AFFX-DapX-3_at	4599.116	P	5.17E-05
AFFX-LysX-5_at	106.4903	P	0.000662269
AFFX-LysX-M_at	261.5783	P	0.003594584
AFFX-LysX-3_at	978.7129	P	9.45E-05
AFFX-PheX-5_at	190.7794	P	0.000389797
AFFX-PheX-M_at	384.4091	P	0.000389797
AFFX-PheX-3_at	455.2302	P	0.000195116
AFFX-ThrX-5_at	273.1287	P	0.002022599
AFFX-ThrX-M_at	561.0015	P	4.43E-05
AFFX-ThrX-3_at	1184.201	P	4.43E-05
AFFX-TrpnX-5_at	52.11589	A	0.1658614
AFFX-TrpnX-M_at	5.891872	A	0.9663705
AFFX-TrpnX-3_at	39.21445	A	0.1394615
AFFX-r2-Ec-bioB-5_at	1844.793	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2308.411	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1891.699	P	0.000244141
AFFX-r2-Ec-bioC-5_at	4455.891	P	0.000244141
AFFX-r2-Ec-bioC-3_at	5978.696	P	0.000244141
AFFX-r2-Ec-bioD-5_at	18711.95	P	0.000244141
AFFX-r2-Ec-bioD-3_at	25203.64	P	0.000244141
AFFX-r2-P1-cre-5_at	59104.29	P	0.000244141
AFFX-r2-P1-cre-3_at	77158.35	P	0.000244141
AFFX-r2-Bs-dap-5_at	1044.705	P	0.000244141
AFFX-r2-Bs-dap-M_at	3165.837	P	0.000244141
AFFX-r2-Bs-dap-3_at	5838.686	P	0.000244141
AFFX-r2-Bs-lys-5_at	182.9446	P	0.000244141
AFFX-r2-Bs-lys-M_at	323.771	P	0.000244141
AFFX-r2-Bs-lys-3_at	471.6712	P	0.000732422
AFFX-r2-Bs-phe-5_at	164.8833	P	0.0012207
AFFX-r2-Bs-phe-M_at	416.2184	P	0.000732422
AFFX-r2-Bs-phe-3_at	991.8575	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	1495.452	P	0.000244141
