ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1461.274	P	0.000753643
AFFX-BioB-M_at	2578.282	P	4.43E-05
AFFX-BioB-3_at	1183.279	P	5.17E-05
AFFX-BioC-5_at	3892.621	P	4.43E-05
AFFX-BioC-3_at	5434.291	P	4.43E-05
AFFX-BioDn-5_at	10495.53	P	0.000296708
AFFX-BioDn-3_at	18419.29	P	7.01E-05
AFFX-CreX-5_at	66945.7	P	5.17E-05
AFFX-CreX-3_at	67850.41	P	4.43E-05
AFFX-DapX-5_at	1614.057	P	6.02E-05
AFFX-DapX-M_at	4498.842	P	0.000195116
AFFX-DapX-3_at	9108.43	P	5.17E-05
AFFX-LysX-5_at	238.5135	P	0.000126798
AFFX-LysX-M_at	479.1952	P	0.002274964
AFFX-LysX-3_at	1448.715	P	6.02E-05
AFFX-PheX-5_at	367.5073	P	0.000195116
AFFX-PheX-M_at	586.6687	P	0.000224668
AFFX-PheX-3_at	747.5468	P	4.43E-05
AFFX-ThrX-5_at	517.2112	P	0.000195116
AFFX-ThrX-M_at	1156.676	P	4.43E-05
AFFX-ThrX-3_at	2589.112	P	4.43E-05
AFFX-TrpnX-5_at	61.35975	A	0.2507957
AFFX-TrpnX-M_at	2.785453	A	0.9982041
AFFX-TrpnX-3_at	9.237225	A	0.7122569
AFFX-r2-Ec-bioB-5_at	2453.575	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2494.442	P	0.000244141
AFFX-r2-Ec-bioB-3_at	2309.353	P	0.000244141
AFFX-r2-Ec-bioC-5_at	5829.08	P	0.000244141
AFFX-r2-Ec-bioC-3_at	6842.781	P	0.000244141
AFFX-r2-Ec-bioD-5_at	21899.62	P	0.000244141
AFFX-r2-Ec-bioD-3_at	35387.09	P	0.000244141
AFFX-r2-P1-cre-5_at	75231.49	P	0.000244141
AFFX-r2-P1-cre-3_at	94365.79	P	0.000244141
AFFX-r2-Bs-dap-5_at	1651.992	P	0.000244141
AFFX-r2-Bs-dap-M_at	5916.766	P	0.000244141
AFFX-r2-Bs-dap-3_at	11017.38	P	0.000244141
AFFX-r2-Bs-lys-5_at	358.4023	P	0.000244141
AFFX-r2-Bs-lys-M_at	424.696	P	0.000244141
AFFX-r2-Bs-lys-3_at	853.5278	P	0.000244141
AFFX-r2-Bs-phe-5_at	361.256	P	0.000244141
AFFX-r2-Bs-phe-M_at	690.2908	P	0.000244141
AFFX-r2-Bs-phe-3_at	1639.571	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	3980.144	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	1612.515	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	660.5947	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	247.6506	P	0.002022599
AFFX-HUMISGF3A/M97935_MA_at	812.5097	P	0.004017214
AFFX-HUMISGF3A/M97935_MB_at	737.3896	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	3748.61	P	9.45E-05
AFFX-HUMRGE/M10098_5_at	881.5292	P	6.02E-05
AFFX-HUMRGE/M10098_M_at	1115.661	P	6.02E-05
AFFX-HUMRGE/M10098_3_at	1395.81	P	0.001247504
AFFX-HUMGAPDH/M33197_5_at	9635.497	P	5.17E-05
AFFX-HUMGAPDH/M33197_M_at	11603.33	P	7.01E-05
AFFX-HUMGAPDH/M33197_3_at	17449.64	P	4.43E-05
AFFX-HSAC07/X00351_5_at	7032.93	P	6.02E-05
AFFX-HSAC07/X00351_M_at	14141.54	P	4.43E-05
AFFX-HSAC07/X00351_3_at	34954.19	P	4.43E-05
AFFX-M27830_5_at	3211.936	P	4.43E-05
AFFX-M27830_M_at	7133.749	P	0.002555524
AFFX-M27830_3_at	20.08356	A	0.7492043
AFFX-hum_alu_at	91595.88	P	2.61E-13
1007_s_at	1648.095	P	0.002227676
1053_at	525.1664	P	0.002616955
117_at	259.4455	P	0.01930353
121_at	902.3946	P	0.003584867
1255_g_at	84.10609	A	0.162935
1294_at	1114.203	P	0.007542912
1316_at	184.3526	P	0.02186644
1320_at	6.763651	A	0.9781511
1405_i_at	205.8464	P	0.000612512
1431_at	332.7245	P	0.000388206
1438_at	71.09554	A	0.4180693
1487_at	1038.233	P	0.01493657
1494_f_at	291.3932	P	0.01700051
1598_g_at	4237.185	P	0.000218889
160020_at	811.7844	A	0.08133665
1729_at	1461.263	P	0.000388206
1773_at	137.0413	A	0.162935
177_at	112.123	A	0.1171605
179_at	603.5883	A	0.2189833
1861_at	790.9885	A	0.07383013
200000_s_at	4122.708	P	0.000244141
200001_at	3168.425	P	0.000244141
200002_at	36173.01	P	0.000244141
200003_s_at	55557.24	P	0.000244141
200004_at	25540.01	P	0.000244141
200005_at	9721.143	P	0.000732422
200006_at	21947.6	P	0.000244141
200007_at	15675.49	P	0.000244141
200008_s_at	1802.126	P	0.000244141
200009_at	9620.299	P	0.000244141
200010_at	17879.78	P	0.000244141
200011_s_at	1928.013	P	0.000732422
200012_x_at	41241.53	P	0.000244141
200013_at	37065.51	P	0.000244141
200014_s_at	7144.249	P	0.000244141
200015_s_at	8538.89	P	0.00195313
200016_x_at	40648.22	P	0.000244141
200017_at	52194.25	P	0.000244141
200018_at	67151.48	P	0.000244141
200019_s_at	37338.18	P	0.000244141
200020_at	2561.163	P	0.000244141
200021_at	12039.61	P	0.00415039
200022_at	44959.94	P	0.000244141
200023_s_at	12889.54	P	0.000244141
200024_at	45298.32	P	0.000244141
200025_s_at	49182.54	P	0.000244141
200026_at	61846.52	P	0.000244141
200027_at	5605.359	P	0.000244141
200028_s_at	8981.401	P	0.000244141
200029_at	43084.07	P	0.000244141
200030_s_at	11718.63	P	0.000244141
200031_s_at	82215.45	P	0.000244141
200032_s_at	67983.03	P	0.000244141
200033_at	56034.99	P	0.000244141
200034_s_at	40703.96	P	0.000244141
200035_at	1170.282	P	0.0185547
200036_s_at	21439.3	P	0.000244141
200037_s_at	8732.444	P	0.000244141
200038_s_at	38011.48	P	0.000244141
200039_s_at	7528.004	P	0.000244141
200040_at	5151.409	P	0.000244141
200041_s_at	3091.219	P	0.000244141
200042_at	1711.213	P	0.0012207
200043_at	7115.217	P	0.000244141
200044_at	4227.487	P	0.000244141
200045_at	2492.627	P	0.000244141
200046_at	8717.904	P	0.000244141
200047_s_at	7227.197	P	0.000244141
200048_s_at	14085.38	P	0.000244141
200049_at	802.5758	P	0.000244141
200050_at	7029.356	P	0.000732422
200051_at	1489.855	P	0.000732422
200052_s_at	3960.635	P	0.000244141
200053_at	2332.504	P	0.000244141
200054_at	1467.321	P	0.000732422
200055_at	5613.828	P	0.0141602
200056_s_at	2134.622	P	0.000244141
200057_s_at	7876.346	P	0.000244141
200058_s_at	6222.05	P	0.000244141
200059_s_at	18321.84	P	0.000244141
200060_s_at	2469.84	P	0.0012207
200061_s_at	42906.92	P	0.000244141
200062_s_at	47196.27	P	0.000244141
200063_s_at	41722.76	P	0.000244141
200064_at	18277.71	P	0.000244141
200065_s_at	8984.002	P	0.000244141
200066_at	3206.38	P	0.000732422
200067_x_at	7278.088	P	0.000244141
200068_s_at	19549.46	P	0.000244141
200069_at	898.9313	P	0.000244141
200070_at	1154.411	P	0.00585938
