ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	1514.629	P	0.000753643
AFFX-BioB-M_at	2305.287	P	4.43E-05
AFFX-BioB-3_at	1203.342	P	0.00010954
AFFX-BioC-5_at	3032.494	P	6.02E-05
AFFX-BioC-3_at	5196.732	P	4.43E-05
AFFX-BioDn-5_at	8861.212	P	4.43E-05
AFFX-BioDn-3_at	24586.7	P	8.14E-05
AFFX-CreX-5_at	56084.73	P	5.17E-05
AFFX-CreX-3_at	69053.16	P	4.43E-05
AFFX-DapX-5_at	1690.399	P	5.17E-05
AFFX-DapX-M_at	3048.318	P	0.000662269
AFFX-DapX-3_at	4702.768	P	5.17E-05
AFFX-LysX-5_at	240.2137	P	0.001795911
AFFX-LysX-M_at	410.1017	P	0.006870645
AFFX-LysX-3_at	659.9808	P	4.43E-05
AFFX-PheX-5_at	449.6662	P	0.001795911
AFFX-PheX-M_at	942.2164	P	0.000126798
AFFX-PheX-3_at	619.8901	P	0.000972149
AFFX-ThrX-5_at	371.102	P	6.02E-05
AFFX-ThrX-M_at	636.6639	P	0.000509415
AFFX-ThrX-3_at	1086.409	P	0.00010954
AFFX-TrpnX-5_at	9.737945	A	0.8686805
AFFX-TrpnX-M_at	7.232974	A	0.9043331
AFFX-TrpnX-3_at	28.11641	A	0.4702405
AFFX-r2-Ec-bioB-5_at	1759.159	P	0.000244141
AFFX-r2-Ec-bioB-M_at	2425.717	P	0.000244141
AFFX-r2-Ec-bioB-3_at	1726.471	P	0.000244141
AFFX-r2-Ec-bioC-5_at	6992.18	P	0.000244141
AFFX-r2-Ec-bioC-3_at	6634.712	P	0.000244141
AFFX-r2-Ec-bioD-5_at	25101.74	P	0.000244141
AFFX-r2-Ec-bioD-3_at	35754.32	P	0.000244141
AFFX-r2-P1-cre-5_at	70828.57	P	0.000244141
AFFX-r2-P1-cre-3_at	95219.94	P	0.000244141
AFFX-r2-Bs-dap-5_at	1762.749	P	0.000244141
AFFX-r2-Bs-dap-M_at	5086.923	P	0.000244141
AFFX-r2-Bs-dap-3_at	5304.803	P	0.000244141
AFFX-r2-Bs-lys-5_at	378.6961	P	0.0012207
AFFX-r2-Bs-lys-M_at	335.6466	P	0.000244141
AFFX-r2-Bs-lys-3_at	369.3669	P	0.000244141
AFFX-r2-Bs-phe-5_at	657.2238	P	0.000732422
AFFX-r2-Bs-phe-M_at	778.1472	P	0.000244141
AFFX-r2-Bs-phe-3_at	1096.362	P	0.00292969
AFFX-r2-Bs-thr-3_s_at	1679.3	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	1128.293	P	0.00292969
AFFX-r2-Bs-thr-5_s_at	522.2037	P	0.000732422
AFFX-HUMISGF3A/M97935_5_at	156.1543	P	0.01254042
AFFX-HUMISGF3A/M97935_MA_at	482.8756	P	0.004017214
AFFX-HUMISGF3A/M97935_MB_at	601.424	P	7.01E-05
AFFX-HUMISGF3A/M97935_3_at	4215.425	P	7.01E-05
AFFX-HUMRGE/M10098_5_at	47995.38	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	22906.26	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	32427.87	P	5.17E-05
AFFX-HUMGAPDH/M33197_5_at	27155.8	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	27372.45	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	31854.55	P	4.43E-05
AFFX-HSAC07/X00351_5_at	4921.761	P	0.000146581
AFFX-HSAC07/X00351_M_at	10419.43	P	4.43E-05
AFFX-HSAC07/X00351_3_at	27675.35	P	4.43E-05
AFFX-M27830_5_at	21939.78	P	4.43E-05
AFFX-M27830_M_at	10289.13	P	0.002274964
AFFX-M27830_3_at	51.79461	A	0.5148901
AFFX-hum_alu_at	87585.23	P	2.61E-13
1007_s_at	252.4103	P	0.03936541
1053_at	413.4339	P	0.003584867
117_at	131.716	A	0.06686494
121_at	488.7635	P	0.03133569
1255_g_at	80.48113	A	0.3781844
1294_at	607.2471	A	0.08940502
1316_at	313.1574	P	0.000959383
1320_at	17.2517	A	0.6413096
1405_i_at	711.2808	P	0.000612512
1431_at	277.0094	P	0.000804598
1438_at	24.45557	A	0.6974525
1487_at	689.7285	A	0.08940502
1494_f_at	214.0216	P	0.01930353
1598_g_at	1495.791	P	0.000673102
160020_at	318.7282	P	0.03133569
1729_at	3447.041	P	0.000467546
1773_at	189.3636	A	0.1387651
177_at	98.25931	A	0.0980541
179_at	737.9006	A	0.1759894
1861_at	347.3986	A	0.1759894
200000_s_at	1833.181	P	0.000244141
200001_at	2640.415	P	0.000732422
200002_at	47570.61	P	0.000244141
200003_s_at	64427.54	P	0.000244141
200004_at	27258.06	P	0.000244141
200005_at	8430.832	P	0.000244141
200006_at	24625.94	P	0.000244141
200007_at	21723.1	P	0.000244141
200008_s_at	2677.643	P	0.000244141
200009_at	11313.9	P	0.000244141
200010_at	56253.67	P	0.000244141
200011_s_at	2111.827	P	0.000244141
200012_x_at	53188.06	P	0.000244141
200013_at	35805.17	P	0.000244141
200014_s_at	7492.163	P	0.000244141
200015_s_at	15117.21	P	0.0012207
200016_x_at	35742.32	P	0.000244141
200017_at	68430.57	P	0.000244141
200018_at	74090.71	P	0.000244141
200019_s_at	53833.46	P	0.000244141
200020_at	4911.191	P	0.000244141
200021_at	19637.48	P	0.00585938
200022_at	47960.4	P	0.000244141
200023_s_at	17647.05	P	0.000244141
200024_at	51384.35	P	0.000732422
200025_s_at	66767.02	P	0.000244141
200026_at	60988.07	P	0.000244141
200027_at	22009.96	P	0.000244141
200028_s_at	4753.701	P	0.000244141
200029_at	57535.46	P	0.000244141
200030_s_at	10698.41	P	0.000244141
200031_s_at	92474.09	P	0.000244141
200032_s_at	67846.65	P	0.000244141
200033_at	47596.34	P	0.000244141
200034_s_at	54946.29	P	0.000244141
200035_at	2546.747	P	0.00585938
200036_s_at	33902.12	P	0.000244141
200037_s_at	11964.8	P	0.000244141
200038_s_at	50753.99	P	0.000244141
200039_s_at	8842.101	P	0.000244141
200040_at	6219.473	P	0.000244141
200041_s_at	1387.517	P	0.000244141
200042_at	1833.839	P	0.000732422
200043_at	15503.95	P	0.000244141
200044_at	11269.22	P	0.000244141
200045_at	1814.485	P	0.00195313
200046_at	21461.86	P	0.000244141
200047_s_at	8092.275	P	0.000244141
200048_s_at	34547.33	P	0.000244141
200049_at	855.4495	P	0.000244141
200050_at	2823.275	P	0.000732422
200051_at	1535.468	P	0.00292969
200052_s_at	5627.915	P	0.000244141
200053_at	3195.494	P	0.00195313
200054_at	1241.503	P	0.000244141
200055_at	8308.99	P	0.000244141
200056_s_at	2379.839	P	0.000244141
200057_s_at	11015.73	P	0.000244141
200058_s_at	4018.791	P	0.000244141
200059_s_at	20533.64	P	0.000244141
200060_s_at	5175.001	P	0.000244141
200061_s_at	48844.58	P	0.000244141
200062_s_at	69451.15	P	0.000244141
200063_s_at	35063.85	P	0.000244141
200064_at	13752.01	P	0.000244141
200065_s_at	14507.68	P	0.000244141
200066_at	1847.929	P	0.0107422
200067_x_at	5863.595	P	0.000244141
200068_s_at	26017.15	P	0.000244141
200069_at	1125.563	P	0.000244141
200070_at	1483.623	P	0.00195313
200071_at	3817.423	P	0.000244141
200072_s_at	3562.991	P	0.000244141
200073_s_at	10028.73	P	0.000244141
200074_s_at	26509.15	P	0.000244141
200075_s_at	5485.14	P	0.000244141
200076_s_at	1487.622	P	0.00195313
200077_s_at	50691.22	P	0.000244141
200078_s_at	3718.393	P	0.000244141
200079_s_at	8935.361	P	0.000244141
200080_s_at	51298.08	P	0.000244141
200081_s_at	55354.53	P	0.000244141
200082_s_at	35545.91	P	0.000244141
200083_at	4721.726	P	0.00415039
200084_at	11458.07	P	0.000244141
200085_s_at	10163.99	P	0.000244141
200086_s_at	11520.83	P	0.000244141
200087_s_at	38644.75	P	0.000244141
200088_x_at	45398.06	P	0.000244141
200089_s_at	39166.49	P	0.000244141
200090_at	5047.952	P	0.00195313
200091_s_at	49241.52	P	0.000244141
200092_s_at	69534.02	P	0.000244141
200093_s_at	10044.63	P	0.000244141
200094_s_at	31378.83	P	0.000244141
200095_x_at	82795.87	P	0.000244141
200096_s_at	14322.71	P	0.000244141
200097_s_at	16497.8	P	0.000244141
200098_s_at	5453.274	P	0.000244141
200099_s_at	66256.05	P	0.000244141
200593_s_at	3029.986	P	0.000244141
200594_x_at	10968.21	P	0.000244141
200595_s_at	10928.36	P	0.000244141
200596_s_at	3768.783	P	0.000244141
200597_at	1362.677	P	0.000244141
200598_s_at	56765.02	P	0.000244141
200599_s_at	73739.27	P	0.000244141
200600_at	11932.39	P	0.000244141
200601_at	417.3738	A	0.111572
200602_at	7925.667	P	0.000244141
200603_at	13472.3	P	0.000244141
200604_s_at	413.9278	P	0.000244141
200605_s_at	8355.45	P	0.000244141
200606_at	31.48541	A	0.466064
200607_s_at	2273.433	P	0.00195313
200608_s_at	7452.445	P	0.000244141
200609_s_at	3593.115	P	0.000732422
200610_s_at	15044.76	P	0.000244141
200611_s_at	1891.852	P	0.000732422
200612_s_at	447.5932	P	0.00585938
200613_at	749.2517	P	0.00805664
200614_at	6645.124	P	0.000244141
200615_s_at	532.0984	P	0.0141602
200616_s_at	11218.17	P	0.000732422
200617_at	1088.348	P	0.0012207
200618_at	4632.7	P	0.000244141
200619_at	1946.432	M	0.0561523
200620_at	35736.25	P	0.000244141
200621_at	1438.034	P	0.00195313
200622_x_at	1960.688	P	0.000732422
200623_s_at	660.324	P	0.0461426
200624_s_at	6474.064	P	0.000244141
