ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
AFFX-BioB-5_at	2863.951	P	0.000753643
AFFX-BioB-M_at	6105.794	P	4.43E-05
AFFX-BioB-3_at	2713.627	P	5.16E-05
AFFX-BioC-5_at	7665.051	P	5.17E-05
AFFX-BioC-3_at	12281.75	P	5.17E-05
AFFX-BioDn-5_at	23171.55	P	4.43E-05
AFFX-BioDn-3_at	52245.07	P	4.43E-05
AFFX-CreX-5_at	114055.4	P	5.17E-05
AFFX-CreX-3_at	145899.2	P	4.43E-05
AFFX-DapX-5_at	28323.28	P	4.43E-05
AFFX-DapX-M_at	39349.54	P	7.01E-05
AFFX-DapX-3_at	46418.73	P	4.43E-05
AFFX-LysX-5_at	2249.562	P	4.43E-05
AFFX-LysX-M_at	4579.528	P	6.02E-05
AFFX-LysX-3_at	8826.047	P	4.43E-05
AFFX-PheX-5_at	4520.686	P	4.43E-05
AFFX-PheX-M_at	8059.704	P	4.43E-05
AFFX-PheX-3_at	4077.528	P	4.43E-05
AFFX-ThrX-5_at	6964.249	P	6.02E-05
AFFX-ThrX-M_at	9028.218	P	4.43E-05
AFFX-ThrX-3_at	12602.2	P	4.43E-05
AFFX-TrpnX-5_at	116.4114	A	0.4702405
AFFX-TrpnX-M_at	24.64124	A	0.783556
AFFX-TrpnX-3_at	103.9973	A	0.3544527
AFFX-r2-Ec-bioB-5_at	4718.823	P	0.000244141
AFFX-r2-Ec-bioB-M_at	5793.952	P	0.000244141
AFFX-r2-Ec-bioB-3_at	4075.077	P	0.000244141
AFFX-r2-Ec-bioC-5_at	15261.13	P	0.000244141
AFFX-r2-Ec-bioC-3_at	9959.217	P	0.000244141
AFFX-r2-Ec-bioD-5_at	55774.02	P	0.000244141
AFFX-r2-Ec-bioD-3_at	84236.73	P	0.000244141
AFFX-r2-P1-cre-5_at	162869.3	P	0.000244141
AFFX-r2-P1-cre-3_at	213069.9	P	0.000244141
AFFX-r2-Bs-dap-5_at	36197.64	P	0.000244141
AFFX-r2-Bs-dap-M_at	47228.48	P	0.000244141
AFFX-r2-Bs-dap-3_at	52011.78	P	0.000244141
AFFX-r2-Bs-lys-5_at	3870.458	P	0.000244141
AFFX-r2-Bs-lys-M_at	4092.307	P	0.000244141
AFFX-r2-Bs-lys-3_at	3831.908	P	0.000244141
AFFX-r2-Bs-phe-5_at	6017.382	P	0.000244141
AFFX-r2-Bs-phe-M_at	7328.301	P	0.000244141
AFFX-r2-Bs-phe-3_at	9627.068	P	0.000244141
AFFX-r2-Bs-thr-3_s_at	17444.47	P	0.000244141
AFFX-r2-Bs-thr-M_s_at	12943.2	P	0.000244141
AFFX-r2-Bs-thr-5_s_at	10058.83	P	0.000244141
AFFX-HUMISGF3A/M97935_5_at	564.4333	P	0.001592572
AFFX-HUMISGF3A/M97935_MA_at	882.4495	P	0.002022599
AFFX-HUMISGF3A/M97935_MB_at	968.5522	P	4.43E-05
AFFX-HUMISGF3A/M97935_3_at	3447.032	P	0.000126798
AFFX-HUMRGE/M10098_5_at	8337.027	P	4.43E-05
AFFX-HUMRGE/M10098_M_at	5020.999	P	4.43E-05
AFFX-HUMRGE/M10098_3_at	9125.431	P	4.43E-05
AFFX-HUMGAPDH/M33197_5_at	26813.03	P	4.43E-05
AFFX-HUMGAPDH/M33197_M_at	28648.83	P	4.43E-05
AFFX-HUMGAPDH/M33197_3_at	38255.49	P	4.43E-05
AFFX-HSAC07/X00351_5_at	6387.544	P	0.000445901
AFFX-HSAC07/X00351_M_at	9291.539	P	4.43E-05
AFFX-HSAC07/X00351_3_at	18181.36	P	4.43E-05
AFFX-M27830_5_at	12177.96	P	5.17E-05
AFFX-M27830_M_at	17544.73	P	0.001592572
AFFX-M27830_3_at	127.2842	A	0.4259623
AFFX-hum_alu_at	204862.6	P	6.24E-13
1007_s_at	151.0647	A	0.4180693
1053_at	314.4229	P	0.02785966
117_at	517.436	P	0.003066685
121_at	901.8657	P	0.03936541
1255_g_at	162.7365	A	0.08940502
1294_at	336.3315	A	0.3395579
1316_at	209.687	A	0.1896475
1320_at	10.49619	A	0.8926991
1405_i_at	10.57104	A	0.7648311
1431_at	381.6128	P	0.002616955
1438_at	35.85083	A	0.8103127
1487_at	970.5909	P	0.03936541
1494_f_at	263.9308	A	0.06686494
1598_g_at	5387.15	P	0.000265621
160020_at	585.3027	P	0.03516287
1729_at	1787.665	P	0.001602293
1773_at	262.0571	A	0.3208301
177_at	40.26755	A	0.6974525
179_at	923.7805	A	0.1896873
1861_at	442.4323	A	0.2345566
200000_s_at	1439.181	P	0.000244141
200001_at	3760.234	P	0.00195313
200002_at	98637.3	P	0.000244141
200003_s_at	117856.3	P	0.000244141
200004_at	24664.4	P	0.000244141
200005_at	11770.07	P	0.000244141
200006_at	21713.91	P	0.000244141
200007_at	14589.94	P	0.000244141
200008_s_at	3988.781	P	0.000244141
200009_at	9137.485	P	0.000244141
200010_at	97261.82	P	0.000244141
200011_s_at	1478.752	P	0.000732422
200012_x_at	98086.58	P	0.000244141
200013_at	110778.7	P	0.000244141
200014_s_at	5300.925	P	0.000244141
200015_s_at	23617.68	P	0.000732422
200016_x_at	86449.71	P	0.000244141
200017_at	125794.3	P	0.000244141
200018_at	142281.6	P	0.000244141
200019_s_at	59344.71	P	0.000244141
200020_at	2635.51	P	0.000244141
200021_at	33618.45	P	0.00292969
200022_at	127290	P	0.000244141
200023_s_at	20688.36	P	0.000244141
200024_at	99175.66	P	0.000244141
200025_s_at	93722.8	P	0.000244141
200026_at	128572.7	P	0.000732422
200027_at	17261.13	P	0.000244141
200028_s_at	9264.21	P	0.000244141
200029_at	72946.28	P	0.000244141
200030_s_at	15518.66	P	0.000244141
200031_s_at	205096.3	P	0.000244141
200032_s_at	134334.9	P	0.000244141
200033_at	33799.5	P	0.000244141
200034_s_at	86166.96	P	0.000244141
200035_at	987.0721	P	0.0185547
200036_s_at	80513.49	P	0.000244141
200037_s_at	7412.873	P	0.000244141
200038_s_at	130313.1	P	0.000244141
200039_s_at	2941.618	P	0.000244141
200040_at	4132.214	P	0.000732422
200041_s_at	6943.127	P	0.000244141
200042_at	2506.911	P	0.0012207
200043_at	7313.193	P	0.000732422
200044_at	2349.157	P	0.000244141
200045_at	1657	P	0.0012207
200046_at	8188.822	P	0.000244141
200047_s_at	6689.69	P	0.000244141
200048_s_at	46421.78	P	0.000244141
200049_at	549.0902	P	0.000244141
200050_at	4562.878	P	0.000244141
200051_at	1824.607	P	0.000732422
200052_s_at	7570.498	P	0.000244141
200053_at	2293.145	P	0.00292969
200054_at	905.8679	P	0.000732422
200055_at	7585.395	P	0.000244141
200056_s_at	2592.551	P	0.000244141
200057_s_at	8401.24	P	0.000244141
200058_s_at	3641.951	P	0.000244141
200059_s_at	25531.1	P	0.000244141
200060_s_at	3195.279	P	0.00415039
200061_s_at	78949.19	P	0.000244141
200062_s_at	121153.8	P	0.000244141
200063_s_at	44808.95	P	0.000244141
200064_at	14715.74	P	0.000244141
200065_s_at	21365.11	P	0.000244141
200066_at	2017.807	P	0.0185547
200067_x_at	6371.431	P	0.000244141
200068_s_at	19300.99	P	0.000244141
200069_at	522.7402	P	0.00415039
200070_at	1571.545	P	0.000732422
200071_at	1697.759	P	0.00195313
200072_s_at	2689.57	P	0.000244141
200073_s_at	9200.945	P	0.000244141
200074_s_at	68778.13	P	0.000244141
200075_s_at	6281.124	P	0.000244141
200076_s_at	2642.435	P	0.00292969
200077_s_at	51779.54	P	0.000244141
200078_s_at	2849.958	P	0.00195313
200079_s_at	9494.093	P	0.000244141
200080_s_at	60080.06	P	0.000244141
200081_s_at	118415.7	P	0.000244141
200082_s_at	61458.46	P	0.000244141
200083_at	1733.599	P	0.0239258
200084_at	8755.635	P	0.000244141
200085_s_at	7935.076	P	0.000244141
200086_s_at	24063.02	P	0.000244141
200087_s_at	26119.7	P	0.000244141
200088_x_at	104689	P	0.000244141
200089_s_at	80016.39	P	0.000244141
200090_at	4659.19	P	0.000244141
200091_s_at	79569.58	P	0.000244141
200092_s_at	145089.4	P	0.000244141
200093_s_at	15460.76	P	0.000244141
200094_s_at	44833.33	P	0.000244141
200095_x_at	153946.4	P	0.000244141
200096_s_at	9671.839	P	0.000244141
200097_s_at	10840.36	P	0.000244141
200098_s_at	5658.634	P	0.000244141
200099_s_at	107912.1	P	0.000244141
200593_s_at	3790.675	P	0.000244141
200594_x_at	10157.16	P	0.000244141
200595_s_at	11239.84	P	0.000244141
200596_s_at	2436.886	P	0.000244141
200597_at	815.9893	P	0.000732422
200598_s_at	32640.17	P	0.000244141
200599_s_at	50443.42	P	0.000244141
200600_at	3045.117	P	0.000732422
200601_at	963.3978	P	0.0302734
200602_at	7.280513	A	0.828613
200603_at	6334.751	P	0.000244141
200604_s_at	544.2231	P	0.0185547
200605_s_at	3300.948	P	0.000244141
200606_at	41.56314	A	0.72583
200607_s_at	1662.802	P	0.0107422
200608_s_at	3768.581	P	0.000244141
200609_s_at	1223.706	P	0.00585938
200610_s_at	19581.64	P	0.000244141
200611_s_at	1081.069	P	0.0239258
200612_s_at	956.639	P	0.00585938
200613_at	3092.296	P	0.000732422
200614_at	7843.95	P	0.000244141
200615_s_at	787.7294	P	0.0107422
200616_s_at	2429.91	P	0.0012207
200617_at	1606.979	P	0.000244141
200618_at	1362.218	P	0.00195313
200619_at	2657.651	P	0.0375977
200620_at	28502.51	P	0.000244141
200621_at	3499.119	P	0.000244141
200622_x_at	2076.141	P	0.00585938
200623_s_at	426.7217	A	0.246094
200624_s_at	6987.272	P	0.000244141
200625_s_at	2428.279	P	0.00292969
200626_s_at	6303.469	P	0.000244141
200627_at	9397.965	P	0.000244141
200628_s_at	2688.811	P	0.0185547
200629_at	4575	P	0.000244141
200630_x_at	13184.87	P	0.000244141
200631_s_at	10943.78	P	0.000244141
200632_s_at	1560.34	P	0.000244141
200633_at	53424.56	P	0.000244141
200634_at	3711.484	P	0.000732422
200635_s_at	20.2932	A	0.850342
200636_s_at	67.44257	A	0.753906
200637_s_at	32.34044	A	0.904785
200638_s_at	5453.872	P	0.000244141
200639_s_at	6737.54	P	0.000244141
200640_at	6693.207	P	0.000244141
200641_s_at	3568.866	P	0.000244141
200642_at	8037.417	P	0.000732422
200643_at	9037.652	P	0.000244141
200644_at	478.4862	P	0.0107422
200645_at	11134.29	P	0.000244141
200646_s_at	1785.968	P	0.00195313
200647_x_at	11046.17	P	0.000244141
200648_s_at	485.0437	A	0.111572
200649_at	2615.792	P	0.000732422
200650_s_at	29501.18	P	0.000244141
200651_at	70377.39	P	0.000244141
200652_at	39277.11	P	0.000244141
200653_s_at	6318.512	P	0.000732422
200654_at	17782.69	P	0.0141602
200655_s_at	6225.617	P	0.000244141
200656_s_at	10637.72	P	0.000732422
200657_at	10366.33	P	0.000244141
200658_s_at	2208.444	P	0.000244141
200659_s_at	394.1131	A	0.067627
200660_at	2056.197	P	0.00195313
200661_at	1279.885	P	0.00805664
200662_s_at	36074.25	P	0.000244141
200663_at	11755.62	P	0.000244141
200664_s_at	1533.377	P	0.00585938
200665_s_at	41.35926	A	0.219482
200666_s_at	942.7283	P	0.000244141
200667_at	3979.318	P	0.000732422
200668_s_at	11854.47	P	0.000244141
200669_s_at	6899.397	P	0.000244141
200670_at	31028.41	P	0.000244141
200671_s_at	269.9227	A	0.567627
200672_x_at	385.4113	A	0.067627
200673_at	13149.9	P	0.000244141
200674_s_at	127801.5	P	0.000244141
200675_at	20.5423	A	0.780518
200676_s_at	782.398	P	0.00585938
200677_at	3186.212	P	0.000732422
200678_x_at	2017.352	P	0.00195313
200679_x_at	7328.447	P	0.000244141
200680_x_at	25342.49	P	0.000244141
200681_at	15353.01	P	0.000244141
200682_s_at	6742.865	P	0.000244141
200683_s_at	1215.802	P	0.000732422
200684_s_at	278.7711	A	0.27417
200685_at	1088.748	P	0.000732422
200686_s_at	5959.587	P	0.000244141
200687_s_at	641.0791	P	0.0302734
200688_at	418.0076	P	0.0302734
200689_x_at	72946.05	P	0.000244141
200690_at	346.0367	P	0.0302734
200691_s_at	2414.486	P	0.000244141
200692_s_at	1734.527	P	0.000244141
200693_at	9227.393	P	0.000244141
200694_s_at	3072.784	P	0.000244141
200695_at	826.2086	A	0.111572
200696_s_at	55.88388	A	0.780518
200697_at	699.5562	P	0.0375977
200698_at	4474.982	P	0.000244141
200699_at	1353.7	P	0.00292969
200700_s_at	4825.066	P	0.000244141
200701_at	11145.17	P	0.000244141
200702_s_at	704.2009	P	0.00292969
200703_at	17402.52	P	0.000244141
200704_at	5932.102	P	0.000244141
200705_s_at	110892.2	P	0.000244141
200706_s_at	2952.461	P	0.000244141
200707_at	1908.826	P	0.000244141
200708_at	2008.481	P	0.000732422
200709_at	2712.236	P	0.000244141
200710_at	1664.794	P	0.000244141
200711_s_at	2114.891	P	0.00415039
200712_s_at	2573.239	P	0.0012207
200713_s_at	5661.721	P	0.000244141
200714_x_at	5249.245	P	0.000732422
200715_x_at	62573.61	P	0.000244141
200716_x_at	159036.8	P	0.000244141
200717_x_at	147060.3	P	0.000244141
200718_s_at	11479.38	P	0.000244141
200719_at	1048.509	P	0.00195313
200720_s_at	479.3606	P	0.00195313
200721_s_at	572.3856	A	0.0805664
200722_s_at	2732.634	P	0.000244141
200723_s_at	9072.04	P	0.000244141
200724_at	326.9931	A	0.129639
200725_x_at	74962.69	P	0.000244141
200726_at	11414.34	P	0.000244141
200727_s_at	1101.177	P	0.00585938
200728_at	6646.072	P	0.000244141
200729_s_at	6247.979	P	0.000244141
200730_s_at	2162.395	P	0.000244141
200731_s_at	1812.037	P	0.000732422
200732_s_at	3752.364	P	0.000244141
200733_s_at	4941.492	P	0.000732422
200734_s_at	1188.597	P	0.000244141
200735_x_at	104496.7	P	0.000244141
200736_s_at	4053.723	P	0.000244141
200737_at	1053.06	P	0.00805664
200738_s_at	9166.772	P	0.000244141
200739_s_at	699.9655	P	0.0302734
200740_s_at	3003.266	P	0.000732422
200741_s_at	184778.1	P	0.000244141
200742_s_at	4178.889	P	0.000244141
200743_s_at	3710.127	P	0.000244141
200744_s_at	1355.103	P	0.000244141
200745_s_at	1976.534	P	0.000732422
200746_s_at	2731.135	P	0.00292969
200747_s_at	614.3798	P	0.0141602
200748_s_at	14666.4	P	0.000244141
200749_at	2607.094	P	0.00195313
200750_s_at	9378.379	P	0.000244141
200751_s_at	6462.301	P	0.000244141
200752_s_at	399.614	A	0.171387
200753_x_at	4772.555	P	0.000244141
200754_x_at	7549.684	P	0.000244141
200755_s_at	2531.359	P	0.000244141
200756_x_at	1893.127	P	0.0012207
200757_s_at	3051.442	P	0.000732422
200758_s_at	1049.045	P	0.00292969
200759_x_at	2018.139	P	0.000244141
200760_s_at	11414.84	P	0.000244141
200761_s_at	19968.77	P	0.000244141
200762_at	24.85271	A	0.466064
200763_s_at	157426.4	P	0.000244141
200764_s_at	862.2927	P	0.000732422
200765_x_at	1472.981	P	0.00415039
200766_at	436.5341	M	0.0561523
200767_s_at	537.9164	P	0.0375977
200768_s_at	1834.668	P	0.000732422
200769_s_at	352.3165	A	0.171387
200770_s_at	6163.385	P	0.000244141
200771_at	3193.13	P	0.000732422
200772_x_at	21550.18	P	0.000244141
200773_x_at	28100.42	P	0.000244141
200774_at	12258.18	P	0.000244141
200775_s_at	12324.94	P	0.000244141
200776_s_at	4075.214	P	0.00415039
200777_s_at	3835.222	P	0.000244141
200778_s_at	8516.6	P	0.0012207
200779_at	33965.04	P	0.000244141
200780_x_at	42984.43	P	0.000244141
200781_s_at	98934.76	P	0.000244141
200782_at	3475.229	P	0.000732422
200783_s_at	400.3092	A	0.111572
200784_s_at	74.33207	A	0.828613
200785_s_at	30.53936	A	0.850342
200786_at	8993.693	P	0.000244141
200787_s_at	1100.37	P	0.00415039
200788_s_at	1594.017	P	0.000732422
200789_at	2526.501	P	0.0302734
200790_at	16000.77	P	0.000244141
200791_s_at	1813.772	P	0.0012207
200792_at	6339.188	P	0.00195313
200793_s_at	2538.662	P	0.00195313
200794_x_at	9286.185	P	0.000244141
200795_at	642.587	P	0.000732422
200796_s_at	4344.632	P	0.000244141
200797_s_at	54269.79	P	0.000244141
200798_x_at	36244.57	P	0.000244141
200799_at	729.5803	P	0.00195313
200800_s_at	338.5561	A	0.0952148
200801_x_at	25226.81	P	0.000244141
200802_at	4532.266	P	0.000732422
200803_s_at	20195.8	P	0.0012207
200804_at	5647.245	P	0.000244141
200805_at	2825.908	P	0.000244141
200806_s_at	13433.39	P	0.000244141
200807_s_at	31607.47	P	0.000244141
200808_s_at	268.8776	A	0.303711
200809_x_at	96257.24	P	0.000244141
200810_s_at	4310.332	P	0.000244141
200811_at	3616.687	P	0.00292969
200812_at	4641.013	P	0.000244141
200813_s_at	761.9184	P	0.0141602
200814_at	5570.938	P	0.000244141
200815_s_at	698.929	P	0.000244141
200816_s_at	962.4896	P	0.00585938
200817_x_at	151914.2	P	0.000244141
200818_at	20213.19	P	0.000244141
200819_s_at	117548.3	P	0.000244141
200820_at	3564.732	P	0.00415039
200821_at	2094.419	P	0.000732422
200822_x_at	2730.888	P	0.000244141
200823_x_at	98111.22	P	0.000244141
200824_at	1878.856	P	0.000244141
200825_s_at	7681.53	P	0.000244141
200826_at	29566.47	P	0.000244141
200827_at	583.9132	P	0.0107422
200828_s_at	7085.497	P	0.000244141
200829_x_at	6653.633	P	0.000732422
200830_at	4109.997	P	0.000732422
200831_s_at	434.0362	A	0.432373
200832_s_at	677.0586	P	0.00585938
200833_s_at	7132.702	P	0.000244141
200834_s_at	147043.9	P	0.000244141
200835_s_at	171.2094	A	0.398926
200836_s_at	458.8454	A	0.398926
200837_at	3417.892	P	0.000244141
200838_at	587.1243	P	0.00195313
200839_s_at	1031.636	P	0.000244141
200840_at	11345.19	P	0.000244141
200841_s_at	5616.263	P	0.000244141
200842_s_at	14280.88	P	0.000244141
200843_s_at	10148.05	P	0.000244141
200844_s_at	4914.37	P	0.000244141
200845_s_at	6396.972	P	0.0012207
200846_s_at	2475.887	P	0.0012207
200847_s_at	14845.58	P	0.000244141
200848_at	324.3352	A	0.0805664
200849_s_at	456.4296	P	0.0234375
200850_s_at	2048.32	P	0.000244141
200851_s_at	2638.772	P	0.00292969
200852_x_at	906.0974	P	0.0461426
200853_at	8529.13	P	0.000244141
200854_at	870.5615	P	0.005859375
200855_at	315.076	A	0.0952148
200856_x_at	528.4709	P	0.00415039
200857_s_at	642.6316	P	0.0375977
200858_s_at	72388.64	P	0.000244141
200859_x_at	261.384	A	0.246094
200860_s_at	3501.41	P	0.000244141
200861_at	1302.393	P	0.00415039
200862_at	219.8655	A	0.171387
200863_s_at	3324.358	P	0.000244141
200864_s_at	888.2009	P	0.000732422
200865_at	64.2985	A	0.432373
200866_s_at	9873.334	P	0.000244141
200867_at	1598.129	P	0.000244141
200868_s_at	2790.035	P	0.00195313
200869_at	150007.2	P	0.000244141
200870_at	7069.357	P	0.000244141
200871_s_at	17008.42	P	0.000244141
200872_at	5005.744	P	0.000244141
200873_s_at	12958.83	P	0.000244141
200874_s_at	714.5461	P	0.000732422
200875_s_at	5032.482	P	0.000244141
200876_s_at	6142.999	P	0.000244141
200877_at	9468.534	P	0.000244141
200878_at	1391.067	P	0.0012207
200879_s_at	201.8797	A	0.246094
200880_at	4085.232	P	0.00415039
200881_s_at	8228.156	P	0.000244141
200882_s_at	12068.98	P	0.000244141
200883_at	3701.448	P	0.000244141
200884_at	42.42128	A	0.601074
200885_at	124.3452	A	0.5
200886_s_at	5411.195	P	0.000732422
200887_s_at	4298.356	P	0.000244141
200888_s_at	55426.88	P	0.000244141
200889_s_at	8602.923	P	0.000244141
200890_s_at	7951.022	P	0.000244141
200891_s_at	56070.56	P	0.000244141
200892_s_at	8844.607	P	0.000244141
200893_at	15603.67	P	0.000244141
200894_s_at	381.7408	P	0.0141602
200895_s_at	1168.118	P	0.0107422
200896_x_at	4711.888	P	0.000732422
200897_s_at	138.3303	A	0.432373
200898_s_at	590.7748	P	0.0107422
200899_s_at	1406.481	P	0.000244141
200900_s_at	1243.269	P	0.000732422
200901_s_at	2063.119	P	0.00415039
200902_at	12216.23	P	0.000244141
200903_s_at	2443.854	P	0.000244141
200904_at	4627.811	P	0.000732422
200905_x_at	31272.04	P	0.000244141
200906_s_at	14.42965	A	0.943848
200907_s_at	19.49225	A	0.828613
200908_s_at	743.8885	A	0.171387
200909_s_at	139465.5	P	0.000244141
200910_at	10744.84	P	0.000244141
200911_s_at	1024.916	P	0.0461426
200912_s_at	40310.99	P	0.000244141
200913_at	826.9585	P	0.00415039
200914_x_at	2194.847	P	0.000244141
200915_x_at	6050.976	P	0.000244141
200916_at	2344.241	P	0.000244141
200917_s_at	3221.802	P	0.00195313
200918_s_at	14787.28	P	0.000244141
200919_at	828.0533	P	0.0302734
200920_s_at	14014.97	P	0.000244141
200921_s_at	6635.063	P	0.000244141
200922_at	1015.077	P	0.000244141
200923_at	22.11601	A	0.828613
200924_s_at	1545.469	P	0.00195313
200925_at	17118.68	P	0.000244141
200926_at	138705.8	P	0.000244141
200927_s_at	1393.101	P	0.000732422
200928_s_at	141.3756	M	0.0561523
200929_at	16626.76	P	0.000244141
200930_s_at	16.05029	A	0.665527
200931_s_at	234.5476	P	0.00415039
200932_s_at	953.1934	P	0.000732422
200933_x_at	116532.8	P	0.000244141
200934_at	47.13859	A	0.888428
200935_at	823.8776	P	0.0012207
200936_at	52591.22	P	0.000244141
200937_s_at	47216.59	P	0.000244141
200938_s_at	151.4079	A	0.171387
200939_s_at	78.34944	A	0.665527
200940_s_at	1035.414	P	0.000732422
200941_at	1146.373	P	0.0302734
200942_s_at	2414.007	P	0.0012207
200943_at	2912.062	P	0.000244141
200944_s_at	6921.859	P	0.000244141
200945_s_at	7466.126	P	0.000244141
200946_x_at	416.6806	P	0.0302734
200947_s_at	857.092	A	0.0805664
200948_at	1083.6	P	0.00292969
200949_x_at	58465.14	P	0.000244141
200950_at	3113.624	P	0.00292969
200951_s_at	466.3814	P	0.0375977
200952_s_at	188.1038	A	0.2126465
200953_s_at	3429.608	P	0.00195313
200954_at	998.8094	A	0.246094
200955_at	2832.676	P	0.000244141
200956_s_at	1169.729	P	0.000732422
200957_s_at	1036.181	P	0.00415039
200958_s_at	2431.343	P	0.000244141
200959_at	1061.771	P	0.0012207
200960_x_at	3789.923	P	0.00195313
200961_at	1175.57	P	0.00415039
200962_at	837.1053	P	0.00585938
200963_x_at	136322.8	P	0.000244141
200964_at	2281.615	P	0.000244141
200965_s_at	1235.647	P	0.0012207
200966_x_at	6036.51	P	0.000244141
200967_at	54608.99	P	0.000244141
200968_s_at	39206.38	P	0.000244141
200969_at	19213.6	P	0.000244141
200970_s_at	15349.21	P	0.000732422
200971_s_at	38482.82	P	0.000244141
200972_at	4981.373	P	0.000244141
200973_s_at	2276.808	P	0.000244141
200974_at	205.7706	A	0.171387
200975_at	8849.538	P	0.000244141
200976_s_at	3337.335	P	0.000732422
200977_s_at	4078.675	P	0.000244141
200978_at	10533.58	P	0.000244141
200979_at	446.7715	P	0.00415039
200980_s_at	1163.347	P	0.000244141
200981_x_at	34875.61	P	0.000244141
200982_s_at	2674.076	P	0.000244141
200983_x_at	13989.91	P	0.000244141
200984_s_at	4049.715	P	0.001953125
200985_s_at	3840.679	P	0.000244141
200986_at	29.34746	A	0.633789
200987_x_at	1113.035	P	0.0185547
200988_s_at	272.7563	P	0.0375977
200989_at	99.38605	A	0.27417
200990_at	1889.499	P	0.00292969
200991_s_at	1314.223	P	0.00585938
200992_at	4447.754	P	0.000244141
200993_at	4625.267	P	0.000244141
200994_at	3612.541	P	0.000244141
200995_at	1706.221	P	0.00195313
200996_at	6958.602	P	0.000244141
200997_at	2936.158	P	0.000244141
200998_s_at	3923.964	P	0.000244141
200999_s_at	12283.61	P	0.000244141
201000_at	5534.71	P	0.00415039
201001_s_at	4093.402	P	0.000244141
201002_s_at	3799.219	P	0.000244141
201003_x_at	1445.26	P	0.000732422
201004_at	83127.2	P	0.000244141
201005_at	3179.713	P	0.000732422
201006_at	56.39357	A	0.246094
201007_at	5443.354	P	0.000732422
201008_s_at	61095.48	P	0.000244141
201009_s_at	54100.04	P	0.000244141
201010_s_at	33532.4	P	0.000244141
201011_at	10790.46	P	0.000244141
201012_at	1523.547	P	0.000244141
201013_s_at	4304.811	P	0.000244141
201014_s_at	3007.066	P	0.000244141
201015_s_at	516.9551	P	0.0012207
201016_at	3034.279	P	0.000244141
201017_at	1372.598	P	0.000244141
201018_at	1770.274	P	0.000732422
201019_s_at	8522.378	P	0.000244141
201020_at	625.3359	P	0.00292969
201021_s_at	10542.04	P	0.000244141
201022_s_at	11862.09	P	0.000244141
201023_at	3413.62	P	0.000244141
201024_x_at	6568.942	P	0.000244141
201025_at	1525.604	P	0.000244141
201026_at	528.902	P	0.00415039
201027_s_at	1352.722	P	0.0012207
201028_s_at	311.572	A	0.19458
201029_s_at	479.9379	P	0.0141602
201030_x_at	17886.88	P	0.000244141
201031_s_at	15501.04	P	0.000244141
201032_at	1481.352	P	0.00585938
